project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00103_1,NGO_00103,Healthcare & Medical Initiative #1 (Udaipur),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,False,2025-11-01,2026-11-26,13,390,3979,17,3,2,Successfully completed primary community training and material deployment.,0,1,2,2,1,311.0
PRJ_NGO_00104_2,NGO_00104,Women Empowerment Initiative #2 (Jodhpur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jodhpur,False,False,2023-02-01,2024-02-26,13,390,3421,14,6,5,Successfully completed primary community training and material deployment.,8,4,11,1,0,
PRJ_NGO_00104_1,NGO_00104,Women Empowerment Initiative #1 (Jodhpur),Completed,Social Welfare & Community Development,[],India,Rajasthan,Jodhpur,False,False,2024-01-01,2024-10-27,10,300,3801,15,6,4,Successfully completed primary community training and material deployment.,9,4,11,1,1,3421.0
PRJ_NGO_00105_2,NGO_00105,Skill Development & Livelihood Initiative #2 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development"", ""Water, Sanitation & Environment""]",India,Gujarat,Ahmedabad,False,False,2023-12-01,2024-05-29,6,180,2792,7,5,5,Successfully completed primary community training and material deployment.,25,2,6,3,0,
PRJ_NGO_00105_1,NGO_00105,Skill Development & Livelihood Initiative #1 (Ahmedabad),Ongoing,Education & Skill Development,"[""Social Welfare & Community Development"", ""Water, Sanitation & Environment""]",India,Gujarat,Ahmedabad,False,False,2024-11-01,,7,210,998,19,5,1,,26,2,6,3,1,2792.0
PRJ_NGO_00106_1,NGO_00106,Skill Development & Livelihood Initiative #1 (Chennai),Ongoing,Education & Skill Development,[],India,Tamil Nadu,Chennai,False,False,2025-05-01,,14,420,2367,4,6,2,,0,1,3,1,0,
PRJ_NGO_00107_3,NGO_00107,Environment & Forests Initiative #3 (Bengaluru Urban),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Karnataka,Bengaluru Urban,False,True,2022-06-01,2023-03-28,10,300,2879,11,6,6,Successfully completed primary community training and material deployment.,11,1,3,2,0,
PRJ_NGO_00107_2,NGO_00107,Environment & Forests Initiative #2 (Bengaluru Urban),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Karnataka,Bengaluru Urban,False,True,2023-07-01,2024-06-25,12,360,3282,16,4,2,Successfully completed primary community training and material deployment.,12,1,3,2,1,2879.0
PRJ_NGO_00107_1,NGO_00107,Environment & Forests Initiative #1 (Bengaluru Urban),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Karnataka,Bengaluru Urban,False,True,2024-06-01,2024-11-28,6,180,1505,13,3,3,Successfully completed primary community training and material deployment.,13,1,3,2,2,3282.0
PRJ_NGO_00108_3,NGO_00108,Women Empowerment Initiative #3 (Khordha),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Odisha,Khordha,True,False,2023-04-01,2025-03-21,24,720,2683,18,4,2,Successfully completed primary community training and material deployment.,0,2,3,2,0,
PRJ_NGO_00108_4,NGO_00108,Women Empowerment Initiative #4 (Khordha),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Odisha,Khordha,True,False,2023-08-01,2024-07-26,12,360,2451,7,5,5,Successfully completed primary community training and material deployment.,0,2,3,2,1,2683.0
PRJ_NGO_00108_2,NGO_00108,Women Empowerment Initiative #2 (Khordha),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Odisha,Khordha,True,False,2024-07-01,2025-12-23,18,540,1706,10,3,3,Successfully completed primary community training and material deployment.,1,2,3,2,2,2683.0
PRJ_NGO_00108_1,NGO_00108,Women Empowerment Initiative #1 (Khordha),Ongoing,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Odisha,Khordha,True,False,2025-10-01,,9,270,4399,4,5,3,,2,2,3,2,3,2683.0
PRJ_NGO_00109_3,NGO_00109,Rural Development Initiative #3 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,West Bengal,North 24 Parganas,False,False,2022-11-01,2024-04-24,18,540,4388,8,4,4,Successfully completed primary community training and material deployment.,8,1,1,2,0,
PRJ_NGO_00109_2,NGO_00109,Rural Development Initiative #2 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,West Bengal,North 24 Parganas,False,False,2023-04-01,2024-02-25,11,330,4065,4,5,2,Successfully completed primary community training and material deployment.,9,1,1,2,1,4388.0
PRJ_NGO_00109_1,NGO_00109,Rural Development Initiative #1 (North 24 Parganas),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,West Bengal,North 24 Parganas,False,False,2024-10-01,2025-10-26,13,390,4323,4,6,2,Successfully completed primary community training and material deployment.,10,1,1,2,2,4388.0
PRJ_NGO_00110_3,NGO_00110,Disaster Relief & Rehabilitation Initiative #3 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition""]",India,Delhi,South Delhi,False,True,2022-04-01,2024-03-21,24,720,1415,20,3,3,Successfully completed primary community training and material deployment.,0,4,10,2,0,
PRJ_NGO_00110_4,NGO_00110,Disaster Relief & Rehabilitation Initiative #4 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition""]",India,Delhi,South Delhi,False,True,2022-09-01,2024-06-22,22,660,4107,7,5,3,Successfully completed primary community training and material deployment.,0,4,10,2,1,1415.0
PRJ_NGO_00110_2,NGO_00110,Disaster Relief & Rehabilitation Initiative #2 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition""]",India,Delhi,South Delhi,False,True,2023-12-01,2024-09-26,10,300,2594,14,5,3,Successfully completed primary community training and material deployment.,1,4,10,2,2,4107.0
PRJ_NGO_00110_1,NGO_00110,Disaster Relief & Rehabilitation Initiative #1 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition""]",India,Delhi,South Delhi,False,True,2024-03-01,2026-02-19,24,720,4093,16,5,3,Successfully completed primary community training and material deployment.,2,4,10,2,3,4107.0
PRJ_NGO_00111_5,NGO_00111,Healthcare & Medical Initiative #5 (Noida),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Noida,False,False,2020-04-01,2020-12-27,9,270,1946,11,5,4,Successfully completed primary community training and material deployment.,4,1,2,2,0,
PRJ_NGO_00111_4,NGO_00111,Healthcare & Medical Initiative #4 (Noida),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Noida,False,False,2021-02-01,2022-08-25,19,570,974,16,5,5,Successfully completed primary community training and material deployment.,5,1,2,2,1,1946.0
PRJ_NGO_00111_3,NGO_00111,Healthcare & Medical Initiative #3 (Noida),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Noida,False,False,2022-03-01,2023-11-21,21,630,2814,18,6,5,Successfully completed primary community training and material deployment.,6,1,2,2,2,1946.0
PRJ_NGO_00111_2,NGO_00111,Healthcare & Medical Initiative #2 (Noida),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Noida,False,False,2023-04-01,2024-07-24,16,480,4797,18,5,5,Successfully completed primary community training and material deployment.,7,1,2,2,3,2814.0
PRJ_NGO_00111_1,NGO_00111,Healthcare & Medical Initiative #1 (Noida),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Noida,False,False,2024-06-01,2026-03-23,22,660,4412,11,5,4,Successfully completed primary community training and material deployment.,8,1,2,2,4,4797.0
PRJ_NGO_00112_5,NGO_00112,Nutrition & Food Security Initiative #5 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2021-02-01,2022-05-27,16,480,3852,8,4,4,Successfully completed primary community training and material deployment.,0,1,3,1,0,
PRJ_NGO_00112_6,NGO_00112,Nutrition & Food Security Initiative #6 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2021-08-01,2022-12-24,17,510,1830,10,5,5,Successfully completed primary community training and material deployment.,0,1,3,1,1,3852.0
PRJ_NGO_00112_4,NGO_00112,Nutrition & Food Security Initiative #4 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2021-10-01,2023-08-22,23,690,4760,18,5,2,Successfully completed primary community training and material deployment.,0,1,3,1,2,3852.0
PRJ_NGO_00112_3,NGO_00112,Nutrition & Food Security Initiative #3 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2022-10-01,2023-12-25,15,450,1838,19,3,3,Successfully completed primary community training and material deployment.,1,1,3,1,3,4760.0
PRJ_NGO_00112_2,NGO_00112,Nutrition & Food Security Initiative #2 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2023-02-01,2024-10-23,21,630,806,12,6,3,Successfully completed primary community training and material deployment.,2,1,3,1,4,4760.0
PRJ_NGO_00112_1,NGO_00112,Nutrition & Food Security Initiative #1 (Cuttack),Completed,Healthcare & Nutrition,[],India,Odisha,Cuttack,True,False,2024-01-01,2024-09-27,9,270,3007,10,5,5,Successfully completed primary community training and material deployment.,3,1,3,1,5,4760.0
PRJ_NGO_00113_3,NGO_00113,Women Empowerment Initiative #3 (Thrissur),Completed,Social Welfare & Community Development,[],India,Kerala,Thrissur,True,False,2022-07-01,2023-09-24,15,450,891,14,6,2,Successfully completed primary community training and material deployment.,12,3,5,1,0,
PRJ_NGO_00113_2,NGO_00113,Women Empowerment Initiative #2 (Thrissur),Completed,Social Welfare & Community Development,[],India,Kerala,Thrissur,True,False,2023-07-01,2025-01-21,19,570,1019,13,5,4,Successfully completed primary community training and material deployment.,13,3,5,1,1,891.0
PRJ_NGO_00113_1,NGO_00113,Women Empowerment Initiative #1 (Thrissur),Completed,Social Welfare & Community Development,[],India,Kerala,Thrissur,True,False,2024-09-01,2026-01-24,17,510,2291,18,3,3,Successfully completed primary community training and material deployment.,14,3,5,1,2,1019.0
PRJ_NGO_00114_3,NGO_00114,Water & Sanitation Initiative #3 (Mysuru),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Mysuru,False,False,2022-08-01,2024-07-21,24,720,4434,20,5,3,Successfully completed primary community training and material deployment.,3,2,4,1,0,
PRJ_NGO_00114_2,NGO_00114,Water & Sanitation Initiative #2 (Mysuru),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Mysuru,False,False,2023-02-01,2024-02-26,13,390,2253,7,5,4,Successfully completed primary community training and material deployment.,4,2,4,1,1,4434.0
PRJ_NGO_00114_1,NGO_00114,Water & Sanitation Initiative #1 (Mysuru),Ongoing,"Water, Sanitation & Environment",[],India,Karnataka,Mysuru,False,False,2024-03-01,,10,300,873,5,6,2,,5,2,4,1,2,4434.0
PRJ_NGO_00115_5,NGO_00115,Disaster Relief & Rehabilitation Initiative #5 (Salem),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Tamil Nadu,Salem,True,True,2020-03-01,2021-02-24,12,360,1366,10,5,2,Successfully completed primary community training and material deployment.,10,1,3,3,0,
PRJ_NGO_00115_4,NGO_00115,Disaster Relief & Rehabilitation Initiative #4 (Salem),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Tamil Nadu,Salem,True,True,2021-02-01,2022-02-26,13,390,1350,14,3,3,Successfully completed primary community training and material deployment.,11,1,3,3,1,1366.0
PRJ_NGO_00115_3,NGO_00115,Disaster Relief & Rehabilitation Initiative #3 (Salem),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Tamil Nadu,Salem,True,True,2022-04-01,2023-09-23,18,540,3632,14,4,3,Successfully completed primary community training and material deployment.,12,1,3,3,2,1366.0
PRJ_NGO_00115_2,NGO_00115,Disaster Relief & Rehabilitation Initiative #2 (Salem),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Tamil Nadu,Salem,True,True,2023-10-01,2024-05-28,8,240,3561,6,4,4,Successfully completed primary community training and material deployment.,13,1,3,3,3,3632.0
PRJ_NGO_00115_1,NGO_00115,Disaster Relief & Rehabilitation Initiative #1 (Salem),Completed,Emergency Relief & Rehabilitation,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Tamil Nadu,Salem,True,True,2024-12-01,2026-02-24,15,450,813,10,5,3,Successfully completed primary community training and material deployment.,14,1,3,3,4,3632.0
PRJ_NGO_00116_2,NGO_00116,Healthcare & Medical Initiative #2 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2023-11-01,2025-05-24,19,570,1969,20,4,2,Successfully completed primary community training and material deployment.,0,3,8,2,0,
PRJ_NGO_00116_1,NGO_00116,Healthcare & Medical Initiative #1 (Thane),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Maharashtra,Thane,False,False,2024-12-01,2025-06-29,7,210,3806,16,3,3,Successfully completed primary community training and material deployment.,1,3,8,2,1,1969.0
PRJ_NGO_00117_4,NGO_00117,Education Initiative #4 (Thiruvananthapuram),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Kerala,Thiruvananthapuram,False,False,2021-01-01,2022-08-24,20,600,3787,17,6,2,Successfully completed primary community training and material deployment.,16,1,3,2,0,
PRJ_NGO_00117_3,NGO_00117,Education Initiative #3 (Thiruvananthapuram),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Kerala,Thiruvananthapuram,False,False,2022-09-01,2023-12-25,16,480,2066,13,4,4,Successfully completed primary community training and material deployment.,17,1,3,2,1,3787.0
PRJ_NGO_00117_2,NGO_00117,Education Initiative #2 (Thiruvananthapuram),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Kerala,Thiruvananthapuram,False,False,2023-12-01,2024-12-25,13,390,4942,6,3,3,Successfully completed primary community training and material deployment.,18,1,3,2,2,3787.0
PRJ_NGO_00117_1,NGO_00117,Education Initiative #1 (Thiruvananthapuram),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Kerala,Thiruvananthapuram,False,False,2024-04-01,2025-07-25,16,480,3125,4,4,4,Successfully completed primary community training and material deployment.,19,1,3,2,3,4942.0
PRJ_NGO_00118_4,NGO_00118,Education Initiative #4 (Jaipur),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Rajasthan,Jaipur,False,False,2021-07-01,2022-01-27,7,210,680,17,3,3,Successfully completed primary community training and material deployment.,1,1,2,2,0,
PRJ_NGO_00118_3,NGO_00118,Education Initiative #3 (Jaipur),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Rajasthan,Jaipur,False,False,2022-02-01,2023-05-27,16,480,3195,6,4,4,Successfully completed primary community training and material deployment.,2,1,2,2,1,680.0
PRJ_NGO_00118_2,NGO_00118,Education Initiative #2 (Jaipur),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Rajasthan,Jaipur,False,False,2023-03-01,2024-06-23,16,480,4689,14,6,2,Successfully completed primary community training and material deployment.,3,1,2,2,2,3195.0
PRJ_NGO_00118_1,NGO_00118,Education Initiative #1 (Jaipur),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Rajasthan,Jaipur,False,False,2024-02-01,2025-06-25,17,510,4447,7,3,3,Successfully completed primary community training and material deployment.,4,1,2,2,3,4689.0
PRJ_NGO_00119_3,NGO_00119,Women Empowerment Initiative #3 (Puri),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Puri,True,False,2022-01-01,2023-09-23,21,630,1095,5,4,2,Successfully completed primary community training and material deployment.,0,1,3,3,0,
PRJ_NGO_00119_4,NGO_00119,Women Empowerment Initiative #4 (Puri),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Puri,True,False,2022-03-01,2022-10-27,8,240,2180,15,5,5,Successfully completed primary community training and material deployment.,0,1,3,3,1,1095.0
PRJ_NGO_00119_2,NGO_00119,Women Empowerment Initiative #2 (Puri),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Puri,True,False,2023-02-01,2024-07-25,18,540,908,19,6,3,Successfully completed primary community training and material deployment.,1,1,3,3,2,2180.0
PRJ_NGO_00119_1,NGO_00119,Women Empowerment Initiative #1 (Puri),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Odisha,Puri,True,False,2024-12-01,2026-05-25,18,540,4593,11,5,5,Successfully completed primary community training and material deployment.,2,1,3,3,3,2180.0
PRJ_NGO_00120_4,NGO_00120,Nutrition & Food Security Initiative #4 (Surat),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Gujarat,Surat,False,False,2021-10-01,2023-04-24,19,570,1833,8,5,5,Successfully completed primary community training and material deployment.,10,1,3,2,0,
PRJ_NGO_00120_3,NGO_00120,Nutrition & Food Security Initiative #3 (Surat),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Gujarat,Surat,False,False,2022-04-01,2023-09-23,18,540,4052,5,6,4,Successfully completed primary community training and material deployment.,11,1,3,2,1,1833.0
PRJ_NGO_00120_2,NGO_00120,Nutrition & Food Security Initiative #2 (Surat),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Gujarat,Surat,False,False,2023-10-01,2024-09-25,12,360,3177,16,6,4,Successfully completed primary community training and material deployment.,12,1,3,2,2,4052.0
PRJ_NGO_00120_1,NGO_00120,Nutrition & Food Security Initiative #1 (Surat),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Gujarat,Surat,False,False,2024-11-01,2026-04-25,18,540,4541,8,4,3,Successfully completed primary community training and material deployment.,13,1,3,2,3,4052.0
PRJ_NGO_00121_5,NGO_00121,Nutrition & Food Security Initiative #5 (Ernakulam),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2020-03-01,2020-09-27,7,210,2711,10,6,5,Successfully completed primary community training and material deployment.,1,1,1,2,0,
PRJ_NGO_00121_4,NGO_00121,Nutrition & Food Security Initiative #4 (Ernakulam),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2021-05-01,2022-04-26,12,360,2495,18,3,3,Successfully completed primary community training and material deployment.,2,1,1,2,1,2711.0
PRJ_NGO_00121_3,NGO_00121,Nutrition & Food Security Initiative #3 (Ernakulam),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2022-02-01,2023-06-26,17,510,4252,2,6,3,Successfully completed primary community training and material deployment.,3,1,1,2,2,2711.0
PRJ_NGO_00121_2,NGO_00121,Nutrition & Food Security Initiative #2 (Ernakulam),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2023-05-01,2024-10-22,18,540,1109,8,5,4,Successfully completed primary community training and material deployment.,4,1,1,2,3,4252.0
PRJ_NGO_00121_1,NGO_00121,Nutrition & Food Security Initiative #1 (Ernakulam),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Kerala,Ernakulam,False,False,2024-10-01,2026-02-23,17,510,896,13,3,3,Successfully completed primary community training and material deployment.,5,1,1,2,4,4252.0
PRJ_NGO_00122_2,NGO_00122,Environment & Forests Initiative #2 (Prayagraj),Completed,"Water, Sanitation & Environment",[],India,Uttar Pradesh,Prayagraj,False,False,2023-02-01,2023-12-28,11,330,950,2,6,3,Successfully completed primary community training and material deployment.,0,1,2,1,0,
PRJ_NGO_00122_1,NGO_00122,Environment & Forests Initiative #1 (Prayagraj),Completed,"Water, Sanitation & Environment",[],India,Uttar Pradesh,Prayagraj,False,False,2024-06-01,2025-02-26,9,270,1199,3,4,3,Successfully completed primary community training and material deployment.,1,1,2,1,1,950.0
PRJ_NGO_00123_5,NGO_00123,Education Initiative #5 (Prayagraj),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Prayagraj,False,False,2020-09-01,2021-10-26,14,420,1756,17,6,5,Successfully completed primary community training and material deployment.,1,1,2,2,0,
PRJ_NGO_00123_4,NGO_00123,Education Initiative #4 (Prayagraj),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Prayagraj,False,False,2021-03-01,2022-04-25,14,420,1820,2,6,5,Successfully completed primary community training and material deployment.,2,1,2,2,1,1756.0
PRJ_NGO_00123_3,NGO_00123,Education Initiative #3 (Prayagraj),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Prayagraj,False,False,2022-11-01,2023-09-27,11,330,1706,8,3,2,Successfully completed primary community training and material deployment.,3,1,2,2,2,1820.0
PRJ_NGO_00123_2,NGO_00123,Education Initiative #2 (Prayagraj),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Prayagraj,False,False,2023-06-01,2024-11-22,18,540,3472,13,3,3,Successfully completed primary community training and material deployment.,4,1,2,2,3,1820.0
PRJ_NGO_00123_1,NGO_00123,Education Initiative #1 (Prayagraj),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Uttar Pradesh,Prayagraj,False,False,2024-08-01,2026-03-24,20,600,1363,14,6,2,Successfully completed primary community training and material deployment.,5,1,2,2,4,3472.0
PRJ_NGO_00124_6,NGO_00124,Women Empowerment Initiative #6 (Coimbatore),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2019-12-01,2021-05-24,18,540,408,15,5,5,Successfully completed primary community training and material deployment.,0,4,13,2,0,
PRJ_NGO_00124_5,NGO_00124,Women Empowerment Initiative #5 (Coimbatore),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2020-02-01,2020-08-29,7,210,4726,17,5,3,Successfully completed primary community training and material deployment.,1,4,13,2,1,408.0
PRJ_NGO_00124_4,NGO_00124,Women Empowerment Initiative #4 (Coimbatore),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2021-04-01,2022-11-22,20,600,1534,20,4,4,Successfully completed primary community training and material deployment.,2,4,13,2,2,4726.0
PRJ_NGO_00124_3,NGO_00124,Women Empowerment Initiative #3 (Coimbatore),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2022-09-01,2023-07-28,11,330,3838,12,3,3,Successfully completed primary community training and material deployment.,3,4,13,2,3,4726.0
PRJ_NGO_00124_2,NGO_00124,Women Empowerment Initiative #2 (Coimbatore),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2023-01-01,2024-07-24,19,570,3219,16,4,4,Successfully completed primary community training and material deployment.,4,4,13,2,4,4726.0
PRJ_NGO_00124_1,NGO_00124,Women Empowerment Initiative #1 (Coimbatore),Ongoing,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Tamil Nadu,Coimbatore,False,False,2024-07-01,,19,570,2642,10,4,1,,5,4,13,2,5,4726.0
PRJ_NGO_00125_6,NGO_00125,Nutrition & Food Security Initiative #6 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2019-02-01,2019-07-31,6,180,609,2,5,2,Successfully completed primary community training and material deployment.,8,3,5,1,0,
PRJ_NGO_00125_5,NGO_00125,Nutrition & Food Security Initiative #5 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2020-10-01,2021-08-27,11,330,4133,19,5,3,Successfully completed primary community training and material deployment.,9,3,5,1,1,609.0
PRJ_NGO_00125_4,NGO_00125,Nutrition & Food Security Initiative #4 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2021-03-01,2022-06-24,16,480,4292,14,5,5,Successfully completed primary community training and material deployment.,10,3,5,1,2,4133.0
PRJ_NGO_00125_3,NGO_00125,Nutrition & Food Security Initiative #3 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2022-04-01,2024-03-21,24,720,1976,18,3,3,Successfully completed primary community training and material deployment.,11,3,5,1,3,4292.0
PRJ_NGO_00125_2,NGO_00125,Nutrition & Food Security Initiative #2 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2023-10-01,2024-12-24,15,450,2685,13,6,2,Successfully completed primary community training and material deployment.,12,3,5,1,4,4292.0
PRJ_NGO_00125_1,NGO_00125,Nutrition & Food Security Initiative #1 (Prayagraj),Completed,Healthcare & Nutrition,[],India,Uttar Pradesh,Prayagraj,False,False,2024-04-01,2025-02-25,11,330,541,14,3,3,Successfully completed primary community training and material deployment.,13,3,5,1,5,4292.0
PRJ_NGO_00126_6,NGO_00126,Environment & Forests Initiative #6 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2019-09-01,2020-05-28,9,270,1382,4,5,3,Successfully completed primary community training and material deployment.,2,3,6,2,0,
PRJ_NGO_00126_5,NGO_00126,Environment & Forests Initiative #5 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2020-07-01,2021-03-28,9,270,3916,6,4,2,Successfully completed primary community training and material deployment.,3,3,6,2,1,1382.0
PRJ_NGO_00126_4,NGO_00126,Environment & Forests Initiative #4 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2021-06-01,2023-04-22,23,690,4485,14,4,4,Successfully completed primary community training and material deployment.,4,3,6,2,2,3916.0
PRJ_NGO_00126_3,NGO_00126,Environment & Forests Initiative #3 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2022-09-01,2023-07-28,11,330,2943,17,3,3,Successfully completed primary community training and material deployment.,5,3,6,2,3,4485.0
PRJ_NGO_00126_2,NGO_00126,Environment & Forests Initiative #2 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2023-02-01,2024-11-22,22,660,543,18,3,3,Successfully completed primary community training and material deployment.,6,3,6,2,4,4485.0
PRJ_NGO_00126_1,NGO_00126,Environment & Forests Initiative #1 (Mumbai),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Maharashtra,Mumbai,False,False,2024-12-01,2025-10-27,11,330,1342,8,6,2,Successfully completed primary community training and material deployment.,7,3,6,2,5,4485.0
PRJ_NGO_00128_6,NGO_00128,Environment & Forests Initiative #6 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2023-02-01,2024-10-23,21,630,794,20,4,3,Successfully completed primary community training and material deployment.,0,1,3,1,0,
PRJ_NGO_00128_3,NGO_00128,Environment & Forests Initiative #3 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2023-05-01,2025-04-20,24,720,272,11,4,4,Successfully completed primary community training and material deployment.,0,1,3,1,1,794.0
