project_id,line_item_id,category,description,unit,unit_cost_inr,quantity,total_cost_inr
PRJ_NGO_00108_2,PRJ_NGO_00108_2_ITEM_4,Admin,Admin costs for project,lump-sum,1474747.74,1,1474747.74
PRJ_NGO_00108_2,PRJ_NGO_00108_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,857903.31,1,857903.31
PRJ_NGO_00108_1,PRJ_NGO_00108_1_ITEM_1,Materials,Materials costs for project,kit,157.92,4399,694690.08
PRJ_NGO_00108_1,PRJ_NGO_00108_1_ITEM_2,Staff,Staff costs for project,person-month,668673.85,4,2674695.4
PRJ_NGO_00108_1,PRJ_NGO_00108_1_ITEM_3,Transport,Transport costs for project,trip,53209.35,21,1117396.3499999999
PRJ_NGO_00108_1,PRJ_NGO_00108_1_ITEM_4,Admin,Admin costs for project,lump-sum,3072225.22,1,3072225.22
PRJ_NGO_00108_1,PRJ_NGO_00108_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,3809704.87,1,3809704.87
PRJ_NGO_00109_3,PRJ_NGO_00109_3_ITEM_1,Materials,Materials costs for project,kit,123.2,4388,540601.6
PRJ_NGO_00109_3,PRJ_NGO_00109_3_ITEM_2,Staff,Staff costs for project,person-month,2153.77,9,19383.93
PRJ_NGO_00109_3,PRJ_NGO_00109_3_ITEM_3,Transport,Transport costs for project,trip,191744.3,21,4026630.3
PRJ_NGO_00109_3,PRJ_NGO_00109_3_ITEM_4,Admin,Admin costs for project,lump-sum,1396398.98,1,1396398.98
PRJ_NGO_00109_3,PRJ_NGO_00109_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,2593377.84,1,2593377.84
PRJ_NGO_00109_2,PRJ_NGO_00109_2_ITEM_1,Materials,Materials costs for project,kit,295.57,4065,1201492.05
PRJ_NGO_00109_2,PRJ_NGO_00109_2_ITEM_2,Staff,Staff costs for project,person-month,352955.76,5,1764778.8
PRJ_NGO_00109_2,PRJ_NGO_00109_2_ITEM_3,Transport,Transport costs for project,trip,39028.8,20,780576.0
PRJ_NGO_00109_2,PRJ_NGO_00109_2_ITEM_4,Admin,Admin costs for project,lump-sum,3112766.02,1,3112766.02
PRJ_NGO_00109_2,PRJ_NGO_00109_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,111668.26,1,111668.26
PRJ_NGO_00109_1,PRJ_NGO_00109_1_ITEM_1,Materials,Materials costs for project,kit,522.07,4323,2256908.6100000003
PRJ_NGO_00109_1,PRJ_NGO_00109_1_ITEM_2,Staff,Staff costs for project,person-month,67744.96,6,406469.76
PRJ_NGO_00109_1,PRJ_NGO_00109_1_ITEM_3,Transport,Transport costs for project,trip,81899.63,21,1719892.23
PRJ_NGO_00109_1,PRJ_NGO_00109_1_ITEM_4,Admin,Admin costs for project,lump-sum,1922650.66,1,1922650.66
PRJ_NGO_00109_1,PRJ_NGO_00109_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1907161.21,1,1907161.21
PRJ_NGO_00110_3,PRJ_NGO_00110_3_ITEM_1,Relief Kits,Relief Kits costs for project,unit,12.44,33960,422462.39999999997
PRJ_NGO_00110_3,PRJ_NGO_00110_3_ITEM_2,Shelter,Shelter costs for project,family,6354.77,353,2243233.81
PRJ_NGO_00110_3,PRJ_NGO_00110_3_ITEM_3,Transport,Transport costs for project,trip,201709.75,7,1411968.25
PRJ_NGO_00110_3,PRJ_NGO_00110_3_ITEM_4,Medical,Medical costs for project,kit,1438.19,1415,2035038.85
PRJ_NGO_00110_3,PRJ_NGO_00110_3_ITEM_5,Staff,Staff costs for project,person-month,47015.06,12,564180.72
PRJ_NGO_00110_4,PRJ_NGO_00110_4_ITEM_1,Relief Kits,Relief Kits costs for project,unit,91.55,90354,8271908.7
PRJ_NGO_00110_4,PRJ_NGO_00110_4_ITEM_2,Shelter,Shelter costs for project,family,2421.16,1026,2484110.1599999997
PRJ_NGO_00110_4,PRJ_NGO_00110_4_ITEM_3,Transport,Transport costs for project,trip,267897.57,20,5357951.4
PRJ_NGO_00110_4,PRJ_NGO_00110_4_ITEM_4,Medical,Medical costs for project,kit,1185.35,4107,4868232.449999999
PRJ_NGO_00110_4,PRJ_NGO_00110_4_ITEM_5,Staff,Staff costs for project,person-month,27335.71,11,300692.81
PRJ_NGO_00110_2,PRJ_NGO_00110_2_ITEM_1,Relief Kits,Relief Kits costs for project,unit,11.98,25940,310761.2
PRJ_NGO_00110_2,PRJ_NGO_00110_2_ITEM_2,Shelter,Shelter costs for project,family,3302.92,648,2140292.16
PRJ_NGO_00110_2,PRJ_NGO_00110_2_ITEM_3,Transport,Transport costs for project,trip,3032.44,12,36389.28
PRJ_NGO_00110_2,PRJ_NGO_00110_2_ITEM_4,Medical,Medical costs for project,kit,780.1,2594,2023579.4000000001
PRJ_NGO_00110_2,PRJ_NGO_00110_2_ITEM_5,Staff,Staff costs for project,person-month,243772.48,5,1218862.4000000001
PRJ_NGO_00110_1,PRJ_NGO_00110_1_ITEM_1,Relief Kits,Relief Kits costs for project,unit,131.48,98232,12915543.36
PRJ_NGO_00110_1,PRJ_NGO_00110_1_ITEM_2,Shelter,Shelter costs for project,family,92.35,1023,94474.04999999999
PRJ_NGO_00110_1,PRJ_NGO_00110_1_ITEM_3,Transport,Transport costs for project,trip,99330.2,20,1986604.0
PRJ_NGO_00110_1,PRJ_NGO_00110_1_ITEM_4,Medical,Medical costs for project,kit,2131.32,4093,8723492.76
PRJ_NGO_00110_1,PRJ_NGO_00110_1_ITEM_5,Staff,Staff costs for project,person-month,1991.32,12,23895.84
PRJ_NGO_00111_5,PRJ_NGO_00111_5_ITEM_1,Materials,Materials costs for project,kit,588.87,1946,1145941.02
PRJ_NGO_00111_5,PRJ_NGO_00111_5_ITEM_2,Staff,Staff costs for project,person-month,116322.88,4,465291.52
PRJ_NGO_00111_5,PRJ_NGO_00111_5_ITEM_3,Transport,Transport costs for project,trip,34739.4,9,312654.60000000003
PRJ_NGO_00111_5,PRJ_NGO_00111_5_ITEM_4,Admin,Admin costs for project,lump-sum,1459273.18,1,1459273.18
PRJ_NGO_00111_5,PRJ_NGO_00111_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,673731.31,1,673731.31
PRJ_NGO_00111_4,PRJ_NGO_00111_4_ITEM_1,Materials,Materials costs for project,kit,1354.22,974,1319010.28
PRJ_NGO_00111_4,PRJ_NGO_00111_4_ITEM_2,Staff,Staff costs for project,person-month,32.39,9,291.51
PRJ_NGO_00111_4,PRJ_NGO_00111_4_ITEM_3,Transport,Transport costs for project,trip,303145.03,4,1212580.12
PRJ_NGO_00111_4,PRJ_NGO_00111_4_ITEM_4,Admin,Admin costs for project,lump-sum,123755.54,1,123755.54
PRJ_NGO_00111_4,PRJ_NGO_00111_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1019661.72,1,1019661.72
PRJ_NGO_00111_3,PRJ_NGO_00111_3_ITEM_1,Materials,Materials costs for project,kit,98.85,2814,278163.89999999997
PRJ_NGO_00111_3,PRJ_NGO_00111_3_ITEM_2,Staff,Staff costs for project,person-month,341398.26,10,3413982.6
PRJ_NGO_00111_3,PRJ_NGO_00111_3_ITEM_3,Transport,Transport costs for project,trip,41939.23,14,587149.2200000001
PRJ_NGO_00111_3,PRJ_NGO_00111_3_ITEM_4,Admin,Admin costs for project,lump-sum,84259.87,1,84259.87
PRJ_NGO_00111_3,PRJ_NGO_00111_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,5291636.56,1,5291636.56
PRJ_NGO_00111_2,PRJ_NGO_00111_2_ITEM_1,Materials,Materials costs for project,kit,274.13,4797,1315001.6099999999
PRJ_NGO_00111_2,PRJ_NGO_00111_2_ITEM_2,Staff,Staff costs for project,person-month,5449.55,8,43596.4
PRJ_NGO_00111_2,PRJ_NGO_00111_2_ITEM_3,Transport,Transport costs for project,trip,279814.1,23,6435724.3
PRJ_NGO_00111_2,PRJ_NGO_00111_2_ITEM_4,Admin,Admin costs for project,lump-sum,4014692.58,1,4014692.58
PRJ_NGO_00111_2,PRJ_NGO_00111_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,5084996.41,1,5084996.41
PRJ_NGO_00111_1,PRJ_NGO_00111_1_ITEM_1,Materials,Materials costs for project,kit,1639.49,4412,7233429.88
PRJ_NGO_00111_1,PRJ_NGO_00111_1_ITEM_2,Staff,Staff costs for project,person-month,64835.15,11,713186.65
PRJ_NGO_00111_1,PRJ_NGO_00111_1_ITEM_3,Transport,Transport costs for project,trip,45329.24,22,997243.2799999999
PRJ_NGO_00111_1,PRJ_NGO_00111_1_ITEM_4,Admin,Admin costs for project,lump-sum,4842686.02,1,4842686.02
PRJ_NGO_00111_1,PRJ_NGO_00111_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1595343.93,1,1595343.93
PRJ_NGO_00112_5,PRJ_NGO_00112_5_ITEM_1,Food,Food costs for project,unit,7.13,61632,439436.16
PRJ_NGO_00112_5,PRJ_NGO_00112_5_ITEM_2,Transport,Transport costs for project,trip,131768.64,19,2503604.16
PRJ_NGO_00112_5,PRJ_NGO_00112_5_ITEM_3,Staff,Staff costs for project,person-month,80725.68,8,645805.44
PRJ_NGO_00112_5,PRJ_NGO_00112_5_ITEM_4,Admin,Admin costs for project,lump-sum,622721.14,1,622721.14
PRJ_NGO_00112_5,PRJ_NGO_00112_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,4374133.16,1,4374133.16
PRJ_NGO_00112_6,PRJ_NGO_00112_6_ITEM_1,Food,Food costs for project,unit,0.33,31110,10266.300000000001
PRJ_NGO_00112_6,PRJ_NGO_00112_6_ITEM_2,Transport,Transport costs for project,trip,202458.83,9,1822129.47
PRJ_NGO_00112_6,PRJ_NGO_00112_6_ITEM_3,Staff,Staff costs for project,person-month,30593.57,8,244748.56
PRJ_NGO_00112_6,PRJ_NGO_00112_6_ITEM_4,Admin,Admin costs for project,lump-sum,1984447.86,1,1984447.86
PRJ_NGO_00112_6,PRJ_NGO_00112_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,84023.24,1,84023.24
PRJ_NGO_00112_4,PRJ_NGO_00112_4_ITEM_1,Food,Food costs for project,unit,34.55,109480,3782533.9999999995
PRJ_NGO_00112_4,PRJ_NGO_00112_4_ITEM_2,Transport,Transport costs for project,trip,257195.44,23,5915495.12
PRJ_NGO_00112_4,PRJ_NGO_00112_4_ITEM_3,Staff,Staff costs for project,person-month,557829.16,11,6136120.760000001
PRJ_NGO_00112_4,PRJ_NGO_00112_4_ITEM_4,Admin,Admin costs for project,lump-sum,422866.48,1,422866.48
PRJ_NGO_00112_4,PRJ_NGO_00112_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,399992.77,1,399992.77
PRJ_NGO_00112_3,PRJ_NGO_00112_3_ITEM_1,Food,Food costs for project,unit,28.6,27570,788502.0
PRJ_NGO_00112_3,PRJ_NGO_00112_3_ITEM_2,Transport,Transport costs for project,trip,8674.41,9,78069.69
PRJ_NGO_00112_3,PRJ_NGO_00112_3_ITEM_3,Staff,Staff costs for project,person-month,187651.78,7,1313562.46
PRJ_NGO_00112_3,PRJ_NGO_00112_3_ITEM_4,Admin,Admin costs for project,lump-sum,1531776.85,1,1531776.85
PRJ_NGO_00112_3,PRJ_NGO_00112_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,124740.57,1,124740.57
PRJ_NGO_00112_2,PRJ_NGO_00112_2_ITEM_1,Food,Food costs for project,unit,35.1,16926,594102.6
PRJ_NGO_00112_2,PRJ_NGO_00112_2_ITEM_2,Transport,Transport costs for project,trip,5055.87,4,20223.48
PRJ_NGO_00112_2,PRJ_NGO_00112_2_ITEM_3,Staff,Staff costs for project,person-month,127254.84,10,1272548.4
PRJ_NGO_00112_2,PRJ_NGO_00112_2_ITEM_4,Admin,Admin costs for project,lump-sum,298921.36,1,298921.36
PRJ_NGO_00112_2,PRJ_NGO_00112_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,533830.71,1,533830.71
PRJ_NGO_00112_1,PRJ_NGO_00112_1_ITEM_1,Food,Food costs for project,unit,43.59,27063,1179676.1700000002
PRJ_NGO_00112_1,PRJ_NGO_00112_1_ITEM_2,Transport,Transport costs for project,trip,64638.2,15,969573.0
PRJ_NGO_00112_1,PRJ_NGO_00112_1_ITEM_3,Staff,Staff costs for project,person-month,201819.79,4,807279.16
PRJ_NGO_00112_1,PRJ_NGO_00112_1_ITEM_4,Admin,Admin costs for project,lump-sum,25806.07,1,25806.07
PRJ_NGO_00112_1,PRJ_NGO_00112_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1819150.71,1,1819150.71
PRJ_NGO_00113_3,PRJ_NGO_00113_3_ITEM_1,Materials,Materials costs for project,kit,1326.11,891,1181564.01
PRJ_NGO_00113_3,PRJ_NGO_00113_3_ITEM_2,Staff,Staff costs for project,person-month,52408.68,7,366860.76
PRJ_NGO_00113_3,PRJ_NGO_00113_3_ITEM_3,Transport,Transport costs for project,trip,135410.98,4,541643.92
PRJ_NGO_00113_3,PRJ_NGO_00113_3_ITEM_4,Admin,Admin costs for project,lump-sum,575241.55,1,575241.55
PRJ_NGO_00113_3,PRJ_NGO_00113_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,85489.53,1,85489.53
PRJ_NGO_00113_2,PRJ_NGO_00113_2_ITEM_1,Materials,Materials costs for project,kit,158.57,1019,161582.83
PRJ_NGO_00113_2,PRJ_NGO_00113_2_ITEM_2,Staff,Staff costs for project,person-month,1743.6,9,15692.4
PRJ_NGO_00113_2,PRJ_NGO_00113_2_ITEM_3,Transport,Transport costs for project,trip,138555.14,5,692775.7000000001
PRJ_NGO_00113_2,PRJ_NGO_00113_2_ITEM_4,Admin,Admin costs for project,lump-sum,415460.73,1,415460.73
PRJ_NGO_00113_2,PRJ_NGO_00113_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2474586.22,1,2474586.22
PRJ_NGO_00113_1,PRJ_NGO_00113_1_ITEM_1,Materials,Materials costs for project,kit,371.54,2291,851198.14
PRJ_NGO_00113_1,PRJ_NGO_00113_1_ITEM_2,Staff,Staff costs for project,person-month,336373.09,8,2690984.72
PRJ_NGO_00113_1,PRJ_NGO_00113_1_ITEM_3,Transport,Transport costs for project,trip,19702.78,11,216730.58
PRJ_NGO_00113_1,PRJ_NGO_00113_1_ITEM_4,Admin,Admin costs for project,lump-sum,1130284.24,1,1130284.24
PRJ_NGO_00113_1,PRJ_NGO_00113_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,2970893.07,1,2970893.07
PRJ_NGO_00114_3,PRJ_NGO_00114_3_ITEM_1,Materials,Materials costs for project,kit,1818.46,4434,8063051.640000001
PRJ_NGO_00114_3,PRJ_NGO_00114_3_ITEM_2,Labor,Labor costs for project,person-month,724831.75,12,8697981.0
PRJ_NGO_00114_3,PRJ_NGO_00114_3_ITEM_3,Transport,Transport costs for project,trip,6028.21,22,132620.62
PRJ_NGO_00114_3,PRJ_NGO_00114_3_ITEM_4,Admin,Admin costs for project,lump-sum,2586291.7,1,2586291.7
PRJ_NGO_00114_3,PRJ_NGO_00114_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,672468.15,1,672468.15
PRJ_NGO_00114_2,PRJ_NGO_00114_2_ITEM_1,Materials,Materials costs for project,kit,1476.7,2253,3327005.1
PRJ_NGO_00114_2,PRJ_NGO_00114_2_ITEM_2,Labor,Labor costs for project,person-month,354951.78,6,2129710.68
PRJ_NGO_00114_2,PRJ_NGO_00114_2_ITEM_3,Transport,Transport costs for project,trip,34026.17,11,374287.87
PRJ_NGO_00114_2,PRJ_NGO_00114_2_ITEM_4,Admin,Admin costs for project,lump-sum,783197.05,1,783197.05
PRJ_NGO_00114_2,PRJ_NGO_00114_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,12499.61,1,12499.61
PRJ_NGO_00114_1,PRJ_NGO_00114_1_ITEM_1,Materials,Materials costs for project,kit,307.84,873,268744.32
PRJ_NGO_00114_1,PRJ_NGO_00114_1_ITEM_2,Labor,Labor costs for project,person-month,81665.86,5,408329.3
PRJ_NGO_00114_1,PRJ_NGO_00114_1_ITEM_3,Transport,Transport costs for project,trip,83462.62,4,333850.48
PRJ_NGO_00114_1,PRJ_NGO_00114_1_ITEM_4,Admin,Admin costs for project,lump-sum,671925.98,1,671925.98
PRJ_NGO_00114_1,PRJ_NGO_00114_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,76349.42,1,76349.42
PRJ_NGO_00115_5,PRJ_NGO_00115_5_ITEM_1,Relief Kits,Relief Kits costs for project,unit,122.84,16392,2013593.28
PRJ_NGO_00115_5,PRJ_NGO_00115_5_ITEM_2,Shelter,Shelter costs for project,family,1586.97,341,541156.77
PRJ_NGO_00115_5,PRJ_NGO_00115_5_ITEM_3,Transport,Transport costs for project,trip,93934.94,6,563609.64
PRJ_NGO_00115_5,PRJ_NGO_00115_5_ITEM_4,Medical,Medical costs for project,kit,295.21,1366,403256.86
PRJ_NGO_00115_5,PRJ_NGO_00115_5_ITEM_5,Staff,Staff costs for project,person-month,287795.38,6,1726772.28
PRJ_NGO_00115_4,PRJ_NGO_00115_4_ITEM_1,Relief Kits,Relief Kits costs for project,unit,38.51,17550,675850.5
PRJ_NGO_00115_4,PRJ_NGO_00115_4_ITEM_2,Shelter,Shelter costs for project,family,1444.73,337,486874.01
PRJ_NGO_00115_4,PRJ_NGO_00115_4_ITEM_3,Transport,Transport costs for project,trip,220121.45,6,1320728.7000000002
PRJ_NGO_00115_4,PRJ_NGO_00115_4_ITEM_4,Medical,Medical costs for project,kit,988.07,1350,1333894.5
PRJ_NGO_00115_4,PRJ_NGO_00115_4_ITEM_5,Staff,Staff costs for project,person-month,87187.05,6,523122.30000000005
PRJ_NGO_00115_3,PRJ_NGO_00115_3_ITEM_1,Relief Kits,Relief Kits costs for project,unit,100.53,65376,6572249.28
PRJ_NGO_00115_3,PRJ_NGO_00115_3_ITEM_2,Shelter,Shelter costs for project,family,1808.48,908,1642099.84
PRJ_NGO_00115_3,PRJ_NGO_00115_3_ITEM_3,Transport,Transport costs for project,trip,246546.96,18,4437845.28
PRJ_NGO_00115_3,PRJ_NGO_00115_3_ITEM_4,Medical,Medical costs for project,kit,328.89,3632,1194528.48
PRJ_NGO_00115_3,PRJ_NGO_00115_3_ITEM_5,Staff,Staff costs for project,person-month,577849.01,9,5200641.09
PRJ_NGO_00115_2,PRJ_NGO_00115_2_ITEM_1,Relief Kits,Relief Kits costs for project,unit,97.15,28488,2767609.2
PRJ_NGO_00115_2,PRJ_NGO_00115_2_ITEM_2,Shelter,Shelter costs for project,family,2652.85,890,2361036.5
PRJ_NGO_00115_2,PRJ_NGO_00115_2_ITEM_3,Transport,Transport costs for project,trip,175873.67,17,2989852.39
PRJ_NGO_00115_2,PRJ_NGO_00115_2_ITEM_4,Medical,Medical costs for project,kit,449.86,3561,1601951.46
PRJ_NGO_00115_2,PRJ_NGO_00115_2_ITEM_5,Staff,Staff costs for project,person-month,95445.26,4,381781.04
PRJ_NGO_00115_1,PRJ_NGO_00115_1_ITEM_1,Relief Kits,Relief Kits costs for project,unit,74.42,12195,907551.9
PRJ_NGO_00115_1,PRJ_NGO_00115_1_ITEM_2,Shelter,Shelter costs for project,family,1486.02,203,301662.06
PRJ_NGO_00115_1,PRJ_NGO_00115_1_ITEM_3,Transport,Transport costs for project,trip,305431.94,4,1221727.76
PRJ_NGO_00115_1,PRJ_NGO_00115_1_ITEM_4,Medical,Medical costs for project,kit,185.43,813,150754.59
PRJ_NGO_00115_1,PRJ_NGO_00115_1_ITEM_5,Staff,Staff costs for project,person-month,153448.12,7,1074136.8399999999
PRJ_NGO_00116_2,PRJ_NGO_00116_2_ITEM_1,Materials,Materials costs for project,kit,104.03,1969,204835.07
PRJ_NGO_00116_2,PRJ_NGO_00116_2_ITEM_2,Staff,Staff costs for project,person-month,128302.58,9,1154723.22
PRJ_NGO_00116_2,PRJ_NGO_00116_2_ITEM_3,Transport,Transport costs for project,trip,592381.66,9,5331434.94
PRJ_NGO_00116_2,PRJ_NGO_00116_2_ITEM_4,Admin,Admin costs for project,lump-sum,1493397.08,1,1493397.08
PRJ_NGO_00116_2,PRJ_NGO_00116_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,477601.87,1,477601.87
PRJ_NGO_00116_1,PRJ_NGO_00116_1_ITEM_1,Materials,Materials costs for project,kit,203.9,3806,776043.4
PRJ_NGO_00116_1,PRJ_NGO_00116_1_ITEM_2,Staff,Staff costs for project,person-month,513418.12,3,1540254.3599999999
PRJ_NGO_00116_1,PRJ_NGO_00116_1_ITEM_3,Transport,Transport costs for project,trip,107207.08,19,2036934.52
PRJ_NGO_00116_1,PRJ_NGO_00116_1_ITEM_4,Admin,Admin costs for project,lump-sum,2648337.4,1,2648337.4
PRJ_NGO_00116_1,PRJ_NGO_00116_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,828823.83,1,828823.83
PRJ_NGO_00117_4,PRJ_NGO_00117_4_ITEM_1,Materials,Materials costs for project,kit,339.86,3787,1287049.82
PRJ_NGO_00117_4,PRJ_NGO_00117_4_ITEM_2,Staff,Staff costs for project,person-month,23475.21,10,234752.09999999998
PRJ_NGO_00117_4,PRJ_NGO_00117_4_ITEM_3,Transport,Transport costs for project,trip,185242.44,18,3334363.92
PRJ_NGO_00117_4,PRJ_NGO_00117_4_ITEM_4,Admin,Admin costs for project,lump-sum,1681464.49,1,1681464.49
PRJ_NGO_00117_4,PRJ_NGO_00117_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,831168.47,1,831168.47
PRJ_NGO_00117_3,PRJ_NGO_00117_3_ITEM_1,Materials,Materials costs for project,kit,339.49,2066,701386.34
PRJ_NGO_00117_3,PRJ_NGO_00117_3_ITEM_2,Staff,Staff costs for project,person-month,12976.69,8,103813.52
PRJ_NGO_00117_3,PRJ_NGO_00117_3_ITEM_3,Transport,Transport costs for project,trip,119742.91,10,1197429.1
PRJ_NGO_00117_3,PRJ_NGO_00117_3_ITEM_4,Admin,Admin costs for project,lump-sum,1417186.76,1,1417186.76
PRJ_NGO_00117_3,PRJ_NGO_00117_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,132193.33,1,132193.33
PRJ_NGO_00117_2,PRJ_NGO_00117_2_ITEM_1,Materials,Materials costs for project,kit,9.79,4942,48382.17999999999
PRJ_NGO_00117_2,PRJ_NGO_00117_2_ITEM_2,Staff,Staff costs for project,person-month,91869.74,6,551218.4400000001
PRJ_NGO_00117_2,PRJ_NGO_00117_2_ITEM_3,Transport,Transport costs for project,trip,58054.42,24,1393306.08
PRJ_NGO_00117_2,PRJ_NGO_00117_2_ITEM_4,Admin,Admin costs for project,lump-sum,4508447.51,1,4508447.51
PRJ_NGO_00117_2,PRJ_NGO_00117_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,512558.51,1,512558.51
PRJ_NGO_00117_1,PRJ_NGO_00117_1_ITEM_1,Materials,Materials costs for project,kit,131.54,3125,411062.5
PRJ_NGO_00117_1,PRJ_NGO_00117_1_ITEM_2,Staff,Staff costs for project,person-month,16398.23,8,131185.84
PRJ_NGO_00117_1,PRJ_NGO_00117_1_ITEM_3,Transport,Transport costs for project,trip,138691.97,15,2080379.55
PRJ_NGO_00117_1,PRJ_NGO_00117_1_ITEM_4,Admin,Admin costs for project,lump-sum,3211610.19,1,3211610.19
PRJ_NGO_00117_1,PRJ_NGO_00117_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,74368.4,1,74368.4
PRJ_NGO_00118_4,PRJ_NGO_00118_4_ITEM_1,Materials,Materials costs for project,kit,12.6,680,8568.0
PRJ_NGO_00118_4,PRJ_NGO_00118_4_ITEM_2,Staff,Staff costs for project,person-month,9160.42,3,27481.260000000002
PRJ_NGO_00118_4,PRJ_NGO_00118_4_ITEM_3,Transport,Transport costs for project,trip,67138.83,3,201416.49
PRJ_NGO_00118_4,PRJ_NGO_00118_4_ITEM_4,Admin,Admin costs for project,lump-sum,434693.4,1,434693.4
PRJ_NGO_00118_4,PRJ_NGO_00118_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,39343.59,1,39343.59
PRJ_NGO_00118_3,PRJ_NGO_00118_3_ITEM_1,Materials,Materials costs for project,kit,439.5,3195,1404202.5
PRJ_NGO_00118_3,PRJ_NGO_00118_3_ITEM_2,Staff,Staff costs for project,person-month,112323.86,8,898590.88
PRJ_NGO_00118_3,PRJ_NGO_00118_3_ITEM_3,Transport,Transport costs for project,trip,16283.95,15,244259.25
PRJ_NGO_00118_3,PRJ_NGO_00118_3_ITEM_4,Admin,Admin costs for project,lump-sum,796763.67,1,796763.67
PRJ_NGO_00118_3,PRJ_NGO_00118_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,2924180.09,1,2924180.09
PRJ_NGO_00118_2,PRJ_NGO_00118_2_ITEM_1,Materials,Materials costs for project,kit,578.43,4689,2712258.2699999996
PRJ_NGO_00118_2,PRJ_NGO_00118_2_ITEM_2,Staff,Staff costs for project,person-month,355797.51,8,2846380.08
PRJ_NGO_00118_2,PRJ_NGO_00118_2_ITEM_3,Transport,Transport costs for project,trip,112812.19,23,2594680.37
PRJ_NGO_00118_2,PRJ_NGO_00118_2_ITEM_4,Admin,Admin costs for project,lump-sum,285896.68,1,285896.68
PRJ_NGO_00118_2,PRJ_NGO_00118_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1347083.19,1,1347083.19
PRJ_NGO_00118_1,PRJ_NGO_00118_1_ITEM_1,Materials,Materials costs for project,kit,473.32,4447,2104854.04
PRJ_NGO_00118_1,PRJ_NGO_00118_1_ITEM_2,Staff,Staff costs for project,person-month,170307.86,8,1362462.88
PRJ_NGO_00118_1,PRJ_NGO_00118_1_ITEM_3,Transport,Transport costs for project,trip,885.21,22,19474.620000000003
PRJ_NGO_00118_1,PRJ_NGO_00118_1_ITEM_4,Admin,Admin costs for project,lump-sum,169856.65,1,169856.65
PRJ_NGO_00118_1,PRJ_NGO_00118_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,4245672.84,1,4245672.84
PRJ_NGO_00119_3,PRJ_NGO_00119_3_ITEM_1,Materials,Materials costs for project,kit,717.31,1095,785454.45
PRJ_NGO_00119_3,PRJ_NGO_00119_3_ITEM_2,Staff,Staff costs for project,person-month,75032.31,10,750323.1
PRJ_NGO_00119_3,PRJ_NGO_00119_3_ITEM_3,Transport,Transport costs for project,trip,239210.04,5,1196050.2
PRJ_NGO_00119_3,PRJ_NGO_00119_3_ITEM_4,Admin,Admin costs for project,lump-sum,671697.68,1,671697.68
PRJ_NGO_00119_3,PRJ_NGO_00119_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,2098275.23,1,2098275.23
PRJ_NGO_00119_4,PRJ_NGO_00119_4_ITEM_1,Materials,Materials costs for project,kit,1120.48,2180,2442646.4
PRJ_NGO_00119_4,PRJ_NGO_00119_4_ITEM_2,Staff,Staff costs for project,person-month,82314.63,4,329258.52
PRJ_NGO_00119_4,PRJ_NGO_00119_4_ITEM_3,Transport,Transport costs for project,trip,42837.68,10,428376.8
PRJ_NGO_00119_4,PRJ_NGO_00119_4_ITEM_4,Admin,Admin costs for project,lump-sum,772407.47,1,772407.47
PRJ_NGO_00119_4,PRJ_NGO_00119_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,320211.17,1,320211.17
PRJ_NGO_00119_2,PRJ_NGO_00119_2_ITEM_1,Materials,Materials costs for project,kit,1425.96,908,1294771.68
PRJ_NGO_00119_2,PRJ_NGO_00119_2_ITEM_2,Staff,Staff costs for project,person-month,14188.91,9,127700.19
PRJ_NGO_00119_2,PRJ_NGO_00119_2_ITEM_3,Transport,Transport costs for project,trip,147416.93,4,589667.72
