financial_report_id,ngo_id,financial_year,document_type,document_source,audit_status,auditor_name,total_income,grant_income,donation_income,other_income,fcra_income,nfcra_income,total_expenditure,programme_expenses,administrative_expenses,fundraising_expenses,employee_expenses,consultancy_expenses,material_expenses,other_expenses,cash_and_bank_balance,total_assets,total_liabilities,surplus_or_deficit,related_party_transactions,source_url,verification_status
FIN_NGO_00103_FY2025-26,NGO_00103,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",8763554.35,5757334.39,1740878.57,1265341.39,0.0,8763554.35,8405508.21,6186974.28,675871.48,192130.75,412178.54,281505.95,563011.9,93835.31,2969389.86,8666260.66,2661575.05,358046.14,0.0,https://eleos.org/docs/FIN_NGO_00103_FY2025-26.pdf,Verified
FIN_NGO_00104_FY2025-26,NGO_00104,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1306516.02,492176.08,589468.4,224871.54,0.0,1306516.02,1201715.48,1008241.42,97394.44,21277.13,49087.4,7714.53,15429.06,2571.5,727945.59,1226452.43,390989.27,104800.54,0.0,https://eleos.org/docs/FIN_NGO_00104_FY2025-26.pdf,Verified
FIN_NGO_00104_FY2024-25,NGO_00104,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",1335259.93,810021.74,266119.83,259118.36,0.0,1335259.93,1280397.26,1007256.57,75886.41,21937.06,67843.75,32242.04,64484.08,10747.35,273175.37,1250391.13,366926.07,54862.67,0.0,https://eleos.org/docs/FIN_NGO_00104_FY2024-25.pdf,Verified
FIN_NGO_00104_FY2023-24,NGO_00104,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",1379565.44,635834.82,640289.85,103440.77,0.0,1379565.44,1365316.03,1142551.87,150409.66,22833.51,93393.64,0.0,0.0,-43872.65,880005.73,1143091.48,389801.22,14249.41,0.0,https://eleos.org/docs/FIN_NGO_00104_FY2023-24.pdf,Verified
FIN_NGO_00105_FY2025-26,NGO_00105,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",2183926.36,1294434.48,346428.54,543063.34,0.0,2183926.36,1999221.47,1458414.58,186099.81,75610.48,85236.89,58157.91,116315.83,19385.97,924910.24,4046043.13,1403967.71,184704.89,0.0,https://eleos.org/docs/FIN_NGO_00105_FY2025-26.pdf,Verified
FIN_NGO_00105_FY2024-25,NGO_00105,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2287895.3,1249465.83,672347.02,366082.45,0.0,2287895.3,2022584.5,1693891.52,237760.41,23315.84,178889.19,0.0,0.0,-111272.46,1207751.08,3441149.77,1104123.36,265310.8,0.0,https://eleos.org/docs/FIN_NGO_00105_FY2024-25.pdf,Verified
FIN_NGO_00106_FY2025-26,NGO_00106,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",25835241.74,17695159.78,6614638.71,1525443.25,0.0,25835241.74,22927923.0,19311415.86,1540704.73,351012.57,1956897.14,0.0,0.0,-232107.3,11531758.94,9330640.7,1326143.64,2907318.74,0.0,https://eleos.org/docs/FIN_NGO_00106_FY2025-26.pdf,Verified
FIN_NGO_00107_FY2025-26,NGO_00107,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",19534593.05,11899546.69,3401651.84,4233394.52,0.0,19534593.05,17249924.64,14565263.46,1337987.07,300949.59,1173175.55,0.0,0.0,-127451.03,9566992.19,21340203.56,5821384.75,2284668.41,0.0,https://eleos.org/docs/FIN_NGO_00107_FY2025-26.pdf,Verified
FIN_NGO_00107_FY2024-25,NGO_00107,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",17731392.68,11336547.86,4904308.66,1490536.16,0.0,17731392.68,16185258.27,12411833.09,1393611.91,763290.01,686380.19,279042.92,558085.84,93014.31,9992409.8,23365707.67,3092605.5,1546134.41,0.0,https://eleos.org/docs/FIN_NGO_00107_FY2024-25.pdf,Verified
FIN_NGO_00107_FY2023-24,NGO_00107,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",17097850.83,6179540.61,6843444.58,4074865.64,0.0,17097850.83,15521167.39,13131274.65,2014547.76,740574.7,1519741.7,0.0,0.0,-1884971.42,9874782.07,22612080.78,3142338.64,1576683.44,0.0,https://eleos.org/docs/FIN_NGO_00107_FY2023-24.pdf,Verified
FIN_NGO_00107_FY2022-23,NGO_00107,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",15923886.3,10451312.27,4860369.8,612204.23,0.0,15923886.3,15981429.87,12186933.94,1036887.75,254098.99,640065.74,559033.04,1118066.07,186344.34,4804675.72,19721015.22,3369435.53,-57543.57,0.0,https://eleos.org/docs/FIN_NGO_00107_FY2022-23.pdf,Verified
FIN_NGO_00108_FY2025-26,NGO_00108,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",176521066.98,110240841.39,26939412.61,39340812.98,0.0,176521066.98,165841077.85,132289288.87,18295180.31,2020019.21,10837287.24,719790.67,1439581.34,239930.21,86408592.2,75234799.54,25740648.26,10679989.13,0.0,https://eleos.org/docs/FIN_NGO_00108_FY2025-26.pdf,Verified
FIN_NGO_00108_FY2024-25,NGO_00108,FY2024-25,Audited Financial Statement,Public Repository,Qualified,"M/s V. Raman & Co., Chartered Accountants",174840060.86,84627030.99,60460611.53,29752418.34,0.0,174840060.86,163245726.73,121728277.15,19702865.47,5104443.32,16135872.12,172280.6,344561.21,57426.86,79559348.37,75795949.29,15245196.05,11594334.13,0.0,https://eleos.org/docs/FIN_NGO_00108_FY2024-25.pdf,Extracted
FIN_NGO_00108_FY2023-24,NGO_00108,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",175777669.25,104729749.69,65337885.42,5710034.14,0.0,175777669.25,166010600.67,125882493.0,15244535.27,7423308.22,7037300.06,3126889.24,6253778.48,1042296.4,29057956.93,83113169.99,17519335.8,9767068.58,0.0,https://eleos.org/docs/FIN_NGO_00108_FY2023-24.pdf,Verified
FIN_NGO_00108_FY2022-23,NGO_00108,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",195974692.79,111137130.53,39305137.01,45532425.25,0.0,195974692.79,188803791.98,140515214.28,9737878.31,6691075.74,11229663.07,6188988.18,12377976.36,2062996.04,62045125.24,73941550.11,23779905.07,7170900.81,0.0,https://eleos.org/docs/FIN_NGO_00108_FY2022-23.pdf,Verified
FIN_NGO_00108_FY2021-22,NGO_00108,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",169592514.18,69169617.33,62439763.75,37983133.1,0.0,169592514.18,171055846.33,143804768.75,13870023.16,5933866.63,11543165.41,0.0,0.0,-4095977.62,102939738.65,88539676.95,30647627.76,-1463332.15,0.0,https://eleos.org/docs/FIN_NGO_00108_FY2021-22.pdf,Verified
FIN_NGO_00109_FY2025-26,NGO_00109,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",29365606.59,13281389.59,4781693.69,11302523.31,0.0,29365606.59,27261322.63,22719927.1,3737394.43,884712.51,2123194.78,0.0,0.0,-2203906.19,6918258.53,30955840.35,6524173.56,2104283.96,0.0,https://eleos.org/docs/FIN_NGO_00109_FY2025-26.pdf,Verified
FIN_NGO_00109_FY2024-25,NGO_00109,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",29020761.53,11967007.0,11782187.24,5271567.29,0.0,29020761.53,28591091.08,22654657.78,2883134.75,1160729.86,1856235.98,10899.81,21799.62,3633.28,8346992.93,29596704.82,11747052.66,429670.45,0.0,https://eleos.org/docs/FIN_NGO_00109_FY2024-25.pdf,Verified
FIN_NGO_00109_FY2023-24,NGO_00109,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",30139913.17,20792539.81,4989049.07,4358324.29,0.0,30139913.17,27194533.93,19560891.43,3787975.08,466247.5,2019050.04,408110.97,816221.93,136036.98,14651390.73,29542572.81,6509261.39,2945379.24,0.0,https://eleos.org/docs/FIN_NGO_00109_FY2023-24.pdf,Verified
FIN_NGO_00109_FY2022-23,NGO_00109,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",34485039.97,15916635.3,15494098.9,3074305.77,0.0,34485039.97,33418408.85,26515823.76,3668710.08,1180502.06,2713930.13,0.0,0.0,-660557.18,13405872.74,28402781.87,4758311.34,1066631.12,0.0,https://eleos.org/docs/FIN_NGO_00109_FY2022-23.pdf,Verified
FIN_NGO_00109_FY2021-22,NGO_00109,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",38533922.89,20414593.0,17180443.88,938886.01,0.0,38533922.89,36413131.69,25925159.07,2765821.43,850690.64,2620286.86,1275352.11,2550704.22,425117.36,8598427.02,30517945.99,6561542.32,2120791.2,0.0,https://eleos.org/docs/FIN_NGO_00109_FY2021-22.pdf,Verified
FIN_NGO_00110_FY2025-26,NGO_00110,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",7690382.14,4912598.32,1748778.68,1029005.14,0.0,7690382.14,7052319.43,5628996.77,442712.94,206658.63,384944.65,116701.93,233403.86,38900.65,2221571.19,11971792.64,2842972.8,638062.71,0.0,https://eleos.org/docs/FIN_NGO_00110_FY2025-26.pdf,Verified
FIN_NGO_00110_FY2024-25,NGO_00110,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",7025931.89,3288956.95,2246982.8,1489992.14,0.0,7025931.89,6931680.3,5695951.01,783006.42,234132.23,513595.03,0.0,0.0,-295004.39,1552779.48,11037587.64,1835622.15,94251.59,0.0,https://eleos.org/docs/FIN_NGO_00110_FY2024-25.pdf,Verified
FIN_NGO_00111_FY2025-26,NGO_00111,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",301993140.76,172532846.51,90304564.6,39155729.65,0.0,301993140.76,289713587.04,235660685.86,37238453.31,3545802.27,28457474.36,0.0,0.0,-15188828.76,79377459.08,446170718.54,143591449.63,12279553.72,0.0,https://eleos.org/docs/FIN_NGO_00111_FY2025-26.pdf,Verified
FIN_NGO_00111_FY2024-25,NGO_00111,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",272458928.83,173543295.16,51168121.21,47747512.46,0.0,272458928.83,267736456.87,229259501.33,19790730.97,10635674.92,15166893.69,0.0,0.0,-7116344.04,162980128.33,507154173.27,70882241.69,4722471.96,0.0,https://eleos.org/docs/FIN_NGO_00111_FY2024-25.pdf,Verified
FIN_NGO_00111_FY2023-24,NGO_00111,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",280862614.09,163604768.76,77009376.22,40248469.11,0.0,280862614.09,254882714.45,197954164.7,30669306.24,9011691.38,15071597.31,652786.45,1305572.89,217595.48,53067395.74,429970927.03,68459486.24,25979899.64,0.0,https://eleos.org/docs/FIN_NGO_00111_FY2023-24.pdf,Verified
FIN_NGO_00111_FY2022-23,NGO_00111,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",260636558.54,92223898.06,94670271.03,73742389.45,0.0,260636558.54,250849983.09,211440946.89,28797159.34,8956622.25,16696200.84,0.0,0.0,-15040946.23,117263907.48,493026468.63,196062479.74,9786575.45,0.0,https://eleos.org/docs/FIN_NGO_00111_FY2022-23.pdf,Verified
FIN_NGO_00112_FY2025-26,NGO_00112,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2092701.07,1417623.39,386938.97,288138.71,0.0,2092701.07,1966824.62,1571826.9,143644.36,21531.14,176921.98,15870.07,31740.14,5290.03,671086.79,2947595.51,948256.47,125876.45,0.0,https://eleos.org/docs/FIN_NGO_00112_FY2025-26.pdf,Verified
FIN_NGO_00112_FY2024-25,NGO_00112,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",2361205.58,927325.31,616696.6,817183.67,0.0,2361205.58,2398887.22,1771786.79,223507.78,69075.65,199769.35,40424.3,80848.59,13474.76,415007.43,3006657.38,921060.29,-37681.64,0.0,https://eleos.org/docs/FIN_NGO_00112_FY2024-25.pdf,Verified
FIN_NGO_00113_FY2025-26,NGO_00113,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",13589935.55,7625116.97,4757810.97,1207007.61,0.0,13589935.55,11971232.26,9907841.16,1064431.04,394925.13,494280.35,32926.38,65852.75,10975.45,6753107.65,3892654.16,652288.09,1618703.29,0.0,https://eleos.org/docs/FIN_NGO_00113_FY2025-26.pdf,Verified
FIN_NGO_00113_FY2024-25,NGO_00113,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",14002737.09,9201360.07,3538308.61,1263068.41,0.0,14002737.09,14073508.25,11225737.88,957418.51,661655.6,1256644.45,0.0,0.0,-27948.19,7141633.17,4373314.06,685098.07,-70771.16,0.0,https://eleos.org/docs/FIN_NGO_00113_FY2024-25.pdf,Verified
FIN_NGO_00113_FY2023-24,NGO_00113,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",11614441.69,6861447.31,4285407.71,467586.67,0.0,11614441.69,10733452.31,8804687.2,1058392.06,247926.02,1044146.33,0.0,0.0,-421699.3,2844922.22,4056268.82,774255.94,880989.38,0.0,https://eleos.org/docs/FIN_NGO_00113_FY2023-24.pdf,Verified
FIN_NGO_00113_FY2022-23,NGO_00113,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",12753171.74,4602856.58,7387099.3,763215.86,0.0,12753171.74,12771722.38,10855831.12,780095.64,140705.5,1237334.96,0.0,0.0,-242244.84,7370485.07,4056076.8,465492.76,-18550.64,0.0,https://eleos.org/docs/FIN_NGO_00113_FY2022-23.pdf,Verified
FIN_NGO_00113_FY2021-22,NGO_00113,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",12204552.73,8247833.89,2028089.21,1928629.63,0.0,12204552.73,12032772.31,8561527.12,1590678.22,178905.06,1004388.75,209181.95,418363.89,69727.32,2529038.01,4297726.33,1209614.51,171780.42,0.0,https://eleos.org/docs/FIN_NGO_00113_FY2021-22.pdf,Verified
FIN_NGO_00114_FY2025-26,NGO_00114,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2316444.34,1310620.97,849465.16,156358.21,849571.75,1466872.59,2174639.96,1545197.47,128326.31,41118.06,132479.03,98255.72,196511.45,32751.92,398313.28,2019520.39,483331.81,141804.38,0.0,https://eleos.org/docs/FIN_NGO_00114_FY2025-26.pdf,Verified
FIN_NGO_00114_FY2024-25,NGO_00114,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",2011567.7,1189456.96,633139.07,188971.67,489674.45,1521893.25,1873134.79,1432025.89,245866.67,67910.45,89333.39,11399.52,22799.04,3799.83,855656.94,1926307.26,468741.74,138432.91,0.0,https://eleos.org/docs/FIN_NGO_00114_FY2024-25.pdf,Verified
FIN_NGO_00115_FY2025-26,NGO_00115,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",34495722.72,12944420.2,11158858.08,10392444.44,0.0,34495722.72,32565365.58,25909417.94,4455847.96,621510.07,1549254.61,8800.5,17600.99,2933.51,6694412.81,35651757.81,6727986.89,1930357.14,0.0,https://eleos.org/docs/FIN_NGO_00115_FY2025-26.pdf,Verified
FIN_NGO_00115_FY2024-25,NGO_00115,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",35157608.52,25518076.11,9492369.36,147163.05,0.0,35157608.52,33453401.34,28599391.68,2222480.53,1519619.79,2984096.83,0.0,0.0,-1872187.49,7388324.61,36570215.04,12169595.1,1704207.18,0.0,https://eleos.org/docs/FIN_NGO_00115_FY2024-25.pdf,Verified
FIN_NGO_00115_FY2023-24,NGO_00115,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",36435132.92,14964217.94,19228943.42,2241971.56,0.0,36435132.92,36894320.89,28574951.86,4501970.44,708996.02,2278569.98,248949.78,497899.56,82983.25,15327193.56,34409407.34,4474648.26,-459187.97,0.0,https://eleos.org/docs/FIN_NGO_00115_FY2023-24.pdf,Verified
FIN_NGO_00115_FY2022-23,NGO_00115,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",32844548.87,23722289.1,7931076.44,1191183.33,0.0,32844548.87,29128112.8,22642676.79,3960308.93,526864.79,1906171.22,27627.32,55254.65,9209.1,18483919.43,34595772.8,7504920.49,3716436.07,0.0,https://eleos.org/docs/FIN_NGO_00115_FY2022-23.pdf,Verified
FIN_NGO_00116_FY2025-26,NGO_00116,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",36571957.08,14015739.7,7212142.3,15344075.08,0.0,36571957.08,35591389.34,29365688.99,2557133.83,1197414.55,2480668.76,0.0,0.0,-9516.79,7188845.87,34453641.08,10768786.18,980567.74,0.0,https://eleos.org/docs/FIN_NGO_00116_FY2025-26.pdf,Verified
FIN_NGO_00116_FY2024-25,NGO_00116,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",37975808.95,26513091.46,9545736.27,1916981.22,0.0,37975808.95,33942806.22,23338334.34,2026446.33,1211999.55,3064775.36,1290375.19,2580750.38,430125.07,6702237.31,35665882.24,6119705.25,4033002.73,0.0,https://eleos.org/docs/FIN_NGO_00116_FY2024-25.pdf,Verified
FIN_NGO_00117_FY2025-26,NGO_00117,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",2083121.15,897532.84,1059838.05,125750.26,0.0,2083121.15,1879580.28,1442351.02,150986.89,45971.77,124552.54,34715.42,69430.83,11571.81,440332.27,1996543.32,313331.37,203540.87,0.0,https://eleos.org/docs/FIN_NGO_00117_FY2025-26.pdf,Verified
FIN_NGO_00117_FY2024-25,NGO_00117,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2128480.5,1389276.74,545302.13,193901.63,0.0,2128480.5,2051250.1,1541791.0,230985.63,27941.49,106495.11,43211.06,86422.12,14403.69,1207092.02,2168396.36,388166.83,77230.4,0.0,https://eleos.org/docs/FIN_NGO_00117_FY2024-25.pdf,Verified
FIN_NGO_00117_FY2023-24,NGO_00117,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1847290.39,931211.82,817041.96,99036.61,0.0,1847290.39,1876670.32,1524852.48,241868.65,64814.19,164976.65,0.0,0.0,-119841.65,585367.53,2088899.31,726603.17,-29379.93,0.0,https://eleos.org/docs/FIN_NGO_00117_FY2023-24.pdf,Verified
FIN_NGO_00117_FY2022-23,NGO_00117,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",1532307.63,673889.65,666753.29,191664.69,0.0,1532307.63,1379617.37,992518.16,177642.62,58579.95,91636.05,17772.18,35544.35,5924.06,411673.09,2415958.19,863123.78,152690.26,0.0,https://eleos.org/docs/FIN_NGO_00117_FY2022-23.pdf,Verified
FIN_NGO_00117_FY2021-22,NGO_00117,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1560565.55,900811.93,409598.1,250155.52,0.0,1560565.55,1587217.44,1321553.52,162341.56,72288.49,123224.11,0.0,0.0,-92190.24,830743.88,2301962.15,908296.39,-26651.89,0.0,https://eleos.org/docs/FIN_NGO_00117_FY2021-22.pdf,Verified
FIN_NGO_00118_FY2025-26,NGO_00118,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",93269920.57,59893478.82,28191791.3,5184650.45,0.0,93269920.57,84444098.85,61203724.63,8793779.8,1450211.93,7222441.3,1732182.36,3464364.71,577394.12,40085909.86,99081708.78,13460252.98,8825821.72,0.0,https://eleos.org/docs/FIN_NGO_00118_FY2025-26.pdf,Verified
FIN_NGO_00118_FY2024-25,NGO_00118,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",100016534.8,62424442.39,33185174.16,4406918.25,0.0,100016534.8,92372006.37,69152670.14,8562578.37,1599844.72,8390697.35,1399864.74,2799729.48,466621.57,22049703.68,97800004.39,17174095.46,7644528.43,0.0,https://eleos.org/docs/FIN_NGO_00118_FY2024-25.pdf,Verified
FIN_NGO_00118_FY2023-24,NGO_00118,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",90173954.99,67112363.6,19562133.43,3499457.96,0.0,90173954.99,87005451.39,64484058.17,10237355.91,941053.61,6214976.57,1538402.14,3076804.28,512800.71,55770934.71,90436486.99,19167479.35,3168503.6,0.0,https://eleos.org/docs/FIN_NGO_00118_FY2023-24.pdf,Verified
FIN_NGO_00118_FY2022-23,NGO_00118,FY2022-23,Audited Financial Statement,NGO Website,Qualified,"M/s Sen & Dasgupta, Chartered Accountants",74350973.56,35743774.42,19560984.17,19046214.97,0.0,74350973.56,67223318.53,55392476.37,6798097.85,858816.16,4200796.01,0.0,0.0,-26867.86,31476705.8,99145706.68,25833821.55,7127655.03,0.0,https://eleos.org/docs/FIN_NGO_00118_FY2022-23.pdf,Extracted
FIN_NGO_00118_FY2021-22,NGO_00118,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",85395161.36,50373523.06,25558838.27,9462800.03,0.0,85395161.36,76927288.83,64654202.85,8736869.2,1315432.06,7137338.22,0.0,0.0,-4916553.5,43040643.06,89865112.28,10031847.77,8467872.53,0.0,https://eleos.org/docs/FIN_NGO_00118_FY2021-22.pdf,Verified
FIN_NGO_00119_FY2025-26,NGO_00119,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",6873464.39,2923254.19,3845665.55,104544.65,0.0,6873464.39,6552871.04,4517800.57,814426.74,259111.03,605631.49,106770.36,213540.72,35590.13,1567086.73,11482426.81,3556738.36,320593.35,0.0,https://eleos.org/docs/FIN_NGO_00119_FY2025-26.pdf,Verified
FIN_NGO_00119_FY2024-25,NGO_00119,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",7844328.78,4980868.2,1299724.94,1563735.64,0.0,7844328.78,7915650.1,5672746.54,543063.66,84093.56,620786.98,298487.81,596975.61,99495.94,2002777.57,12233409.84,4615588.11,-71321.32,0.0,https://eleos.org/docs/FIN_NGO_00119_FY2024-25.pdf,Verified
FIN_NGO_00119_FY2023-24,NGO_00119,FY2023-24,Audited Financial Statement,Public Repository,Qualified,"M/s Sen & Dasgupta, Chartered Accountants",9016963.34,4348883.93,1939585.65,2728493.76,0.0,9016963.34,8131768.58,6100329.5,573724.44,212063.1,772965.44,141805.83,283611.66,47268.61,3654220.16,12073989.59,2142596.93,885194.76,0.0,https://eleos.org/docs/FIN_NGO_00119_FY2023-24.pdf,Extracted
FIN_NGO_00119_FY2022-23,NGO_00119,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",10197713.2,6123483.71,2050979.53,2023249.96,0.0,10197713.2,9567741.63,8019323.09,1112699.85,359854.73,539208.22,0.0,0.0,-463344.26,3413960.87,11263809.06,4171244.65,629971.57,0.0,https://eleos.org/docs/FIN_NGO_00119_FY2022-23.pdf,Verified
FIN_NGO_00119_FY2021-22,NGO_00119,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",8400414.12,5267137.41,1338361.27,1794915.44,0.0,8400414.12,7526882.38,6157612.93,463655.52,96501.96,612462.14,58994.95,117989.9,19664.98,1727132.86,12473393.29,1496184.7,873531.74,0.0,https://eleos.org/docs/FIN_NGO_00119_FY2021-22.pdf,Verified
FIN_NGO_00120_FY2025-26,NGO_00120,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",1605992.55,800023.36,321978.83,483990.36,0.0,1605992.55,1596226.27,1115255.63,113379.28,51890.87,100359.22,64602.38,129204.77,21534.12,852939.86,1551618.83,259671.82,9766.28,0.0,https://eleos.org/docs/FIN_NGO_00120_FY2025-26.pdf,Verified
FIN_NGO_00120_FY2024-25,NGO_00120,FY2024-25,Audited Financial Statement,Public Repository,Unknown,"M/s Iyer, Natarajan & Co., Chartered Accountants",1328357.57,902750.96,307094.59,118512.02,0.0,1328357.57,1338232.25,1047659.92,113408.39,34085.69,108579.61,10349.59,20699.18,3449.87,359763.03,1676201.39,293356.52,-9874.68,0.0,https://eleos.org/docs/FIN_NGO_00120_FY2024-25.pdf,Extracted
FIN_NGO_00120_FY2023-24,NGO_00120,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",1528930.99,628780.77,589199.12,310951.1,0.0,1528930.99,1552525.15,1156358.5,97803.91,26352.76,121447.2,45168.84,90337.67,15056.27,1008474.13,1807654.23,380372.8,-23594.16,0.0,https://eleos.org/docs/FIN_NGO_00120_FY2023-24.pdf,Verified
FIN_NGO_00120_FY2022-23,NGO_00120,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",1277146.27,656642.94,568947.93,51555.4,0.0,1277146.27,1161097.26,967545.9,161246.27,40708.07,55153.81,0.0,0.0,-63556.79,409746.79,1808219.94,430671.81,116049.01,0.0,https://eleos.org/docs/FIN_NGO_00120_FY2022-23.pdf,Verified
FIN_NGO_00121_FY2025-26,NGO_00121,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",38089293.01,24660292.76,13104609.8,324390.45,0.0,38089293.01,38341905.79,28195147.24,2144925.87,867293.96,2967429.67,1250132.72,2500265.43,416710.9,14313359.83,59029941.76,9005926.6,-252612.78,0.0,https://eleos.org/docs/FIN_NGO_00121_FY2025-26.pdf,Verified
FIN_NGO_00121_FY2024-25,NGO_00121,FY2024-25,Audited Financial Statement,Public Repository,Qualified,"M/s V. Raman & Co., Chartered Accountants",43585354.82,17905158.3,14485454.43,11194742.09,0.0,43585354.82,41220390.57,31979394.53,4354769.4,1322879.74,2040278.47,456920.53,913841.06,152306.84,26449125.85,63316236.19,23496369.29,2364964.25,0.0,https://eleos.org/docs/FIN_NGO_00121_FY2024-25.pdf,Extracted
