project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00101_5,NGO_00101,Women Empowerment Initiative #5 (Kolkata),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Water & Sanitation""]",,"[""West Bengal""]","[""Kolkata""]",2020-10-01,2022-03-25,18,2122,13,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00101_5,Annual Report,Self-reported
PRJ_NGO_00101_6,NGO_00101,Women Empowerment Initiative #6 (Kolkata),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Water & Sanitation""]",District Development Fund,"[""West Bengal""]","[""Kolkata""]",2019-03-01,2020-05-24,15,2593,17,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00101_6,Annual Report,Self-reported
PRJ_NGO_00101_7,NGO_00101,Women Empowerment Initiative #7 (Kolkata),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Water & Sanitation""]",Public Donations,"[""West Bengal""]","[""Kolkata""]",2018-09-01,2020-05-23,21,990,9,3,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00101_7,Annual Report,Self-reported
PRJ_NGO_00102_1,NGO_00102,Child Welfare Initiative #1 (Thiruvananthapuram),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Women Empowerment"", ""Disaster Relief & Rehabilitation""]",,"[""Kerala""]","[""Thiruvananthapuram""]",2024-02-01,2024-09-28,8,3602,2,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00102_1,Annual Report,Self-reported
PRJ_NGO_00102_2,NGO_00102,Child Welfare Initiative #2 (Thiruvananthapuram),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Women Empowerment"", ""Disaster Relief & Rehabilitation""]",,"[""Kerala""]","[""Thiruvananthapuram""]",2023-03-01,2023-11-26,9,3404,8,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00102_2,Annual Report,Self-reported
PRJ_NGO_00102_3,NGO_00102,Child Welfare Initiative #3 (Thiruvananthapuram),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Women Empowerment"", ""Disaster Relief & Rehabilitation""]",Public Donations,"[""Kerala""]","[""Thiruvananthapuram""]",2022-12-01,2023-05-30,6,2445,16,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00102_3,Annual Report,Self-reported
PRJ_NGO_00102_4,NGO_00102,Child Welfare Initiative #4 (Thiruvananthapuram),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Women Empowerment"", ""Disaster Relief & Rehabilitation""]",State Grant,"[""Kerala""]","[""Thiruvananthapuram""]",2022-11-01,2024-10-21,24,3284,11,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00102_4,Annual Report,Self-reported
PRJ_NGO_00103_1,NGO_00103,Healthcare & Medical Initiative #1 (Udaipur),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Child Welfare""]",Public Donations,"[""Rajasthan""]","[""Udaipur""]",2025-11-01,2026-11-26,13,3979,17,3,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00103_1,Annual Report,Self-reported
PRJ_NGO_00103_2,NGO_00103,Healthcare & Medical Initiative #2 (Udaipur),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Child Welfare""]",District Development Fund,"[""Rajasthan""]","[""Udaipur""]",2025-02-01,2026-07-26,18,311,7,3,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00103_2,Annual Report,Self-reported
PRJ_NGO_00104_1,NGO_00104,Women Empowerment Initiative #1 (Jodhpur),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],,"[""Rajasthan""]","[""Jodhpur""]",2024-01-01,2024-10-27,10,3801,15,6,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00104_1,Annual Report,Self-reported
PRJ_NGO_00104_2,NGO_00104,Women Empowerment Initiative #2 (Jodhpur),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],,"[""Rajasthan""]","[""Jodhpur""]",2023-02-01,2024-02-26,13,3421,14,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00104_2,Annual Report,Self-reported
PRJ_NGO_00105_1,NGO_00105,Skill Development & Livelihood Initiative #1 (Ahmedabad),Ongoing,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare"", ""Water & Sanitation""]",Public Donations,"[""Gujarat""]","[""Ahmedabad""]",2024-11-01,,7,998,19,5,1,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00105_1,Annual Report,Self-reported
PRJ_NGO_00105_2,NGO_00105,Skill Development & Livelihood Initiative #2 (Ahmedabad),Completed,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,"[""Child Welfare"", ""Water & Sanitation""]",Public Donations,"[""Gujarat""]","[""Ahmedabad""]",2023-12-01,2024-05-29,6,2792,7,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00105_2,Annual Report,Self-reported
PRJ_NGO_00106_1,NGO_00106,Skill Development & Livelihood Initiative #1 (Chennai),Ongoing,Community-based skill development & livelihood support project serving rural/urban clusters.,Skill Development & Livelihood,[],State Grant,"[""Tamil Nadu""]","[""Chennai""]",2025-05-01,,14,2367,4,6,2,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00106_1,Annual Report,Self-reported
PRJ_NGO_00107_1,NGO_00107,Environment & Forests Initiative #1 (Bengaluru Urban),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation""]",State Grant,"[""Karnataka""]","[""Bengaluru Urban""]",2024-06-01,2024-11-28,6,1505,13,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00107_1,Annual Report,Self-reported
PRJ_NGO_00107_2,NGO_00107,Environment & Forests Initiative #2 (Bengaluru Urban),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation""]",State Grant,"[""Karnataka""]","[""Bengaluru Urban""]",2023-07-01,2024-06-25,12,3282,16,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00107_2,Annual Report,Self-reported
PRJ_NGO_00107_3,NGO_00107,Environment & Forests Initiative #3 (Bengaluru Urban),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Disaster Relief & Rehabilitation""]",State Grant,"[""Karnataka""]","[""Bengaluru Urban""]",2022-06-01,2023-03-28,10,2879,11,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00107_3,Annual Report,Self-reported
PRJ_NGO_00108_1,NGO_00108,Women Empowerment Initiative #1 (Khordha),Ongoing,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Healthcare & Medical""]",State Grant,"[""Odisha""]","[""Khordha""]",2025-10-01,,9,4399,4,5,3,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00108_1,Annual Report,Self-reported
PRJ_NGO_00108_2,NGO_00108,Women Empowerment Initiative #2 (Khordha),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Healthcare & Medical""]",CSR India Grant,"[""Odisha""]","[""Khordha""]",2024-07-01,2025-12-23,18,1706,10,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00108_2,Annual Report,Self-reported
PRJ_NGO_00108_3,NGO_00108,Women Empowerment Initiative #3 (Khordha),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Healthcare & Medical""]",Public Donations,"[""Odisha""]","[""Khordha""]",2023-04-01,2025-03-21,24,2683,18,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00108_3,Annual Report,Self-reported
PRJ_NGO_00108_4,NGO_00108,Women Empowerment Initiative #4 (Khordha),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Healthcare & Medical""]",State Grant,"[""Odisha""]","[""Khordha""]",2023-08-01,2024-07-26,12,2451,7,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00108_4,Annual Report,Self-reported
PRJ_NGO_00109_1,NGO_00109,Rural Development Initiative #1 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Healthcare & Medical""]",District Development Fund,"[""West Bengal""]","[""North 24 Parganas""]",2024-10-01,2025-10-26,13,4323,4,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00109_1,Annual Report,Self-reported
PRJ_NGO_00109_2,NGO_00109,Rural Development Initiative #2 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Healthcare & Medical""]",,"[""West Bengal""]","[""North 24 Parganas""]",2023-04-01,2024-02-25,11,4065,4,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00109_2,Annual Report,Self-reported
PRJ_NGO_00109_3,NGO_00109,Rural Development Initiative #3 (North 24 Parganas),Completed,Community-based rural development support project serving rural/urban clusters.,Rural Development,"[""Healthcare & Medical""]",,"[""West Bengal""]","[""North 24 Parganas""]",2022-11-01,2024-04-24,18,4388,8,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00109_3,Annual Report,Self-reported
PRJ_NGO_00110_1,NGO_00110,Disaster Relief & Rehabilitation Initiative #1 (South Delhi),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security""]",Public Donations,"[""Delhi""]","[""South Delhi""]",2024-03-01,2026-02-19,24,4093,16,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00110_1,Annual Report,Self-reported
PRJ_NGO_00110_2,NGO_00110,Disaster Relief & Rehabilitation Initiative #2 (South Delhi),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security""]",District Development Fund,"[""Delhi""]","[""South Delhi""]",2023-12-01,2024-09-26,10,2594,14,5,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00110_2,Annual Report,Self-reported
PRJ_NGO_00110_3,NGO_00110,Disaster Relief & Rehabilitation Initiative #3 (South Delhi),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security""]",Public Donations,"[""Delhi""]","[""South Delhi""]",2022-04-01,2024-03-21,24,1415,20,3,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00110_3,Annual Report,Self-reported
PRJ_NGO_00110_4,NGO_00110,Disaster Relief & Rehabilitation Initiative #4 (South Delhi),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security""]",State Grant,"[""Delhi""]","[""South Delhi""]",2022-09-01,2024-06-22,22,4107,7,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00110_4,Annual Report,Self-reported
PRJ_NGO_00111_1,NGO_00111,Healthcare & Medical Initiative #1 (Noida),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",State Grant,"[""Uttar Pradesh""]","[""Noida""]",2024-06-01,2026-03-23,22,4412,11,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00111_1,Annual Report,Self-reported
PRJ_NGO_00111_2,NGO_00111,Healthcare & Medical Initiative #2 (Noida),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",Public Donations,"[""Uttar Pradesh""]","[""Noida""]",2023-04-01,2024-07-24,16,4797,18,5,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00111_2,Annual Report,Self-reported
PRJ_NGO_00111_3,NGO_00111,Healthcare & Medical Initiative #3 (Noida),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",CSR India Grant,"[""Uttar Pradesh""]","[""Noida""]",2022-03-01,2023-11-21,21,2814,18,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00111_3,Annual Report,Self-reported
PRJ_NGO_00111_4,NGO_00111,Healthcare & Medical Initiative #4 (Noida),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",Public Donations,"[""Uttar Pradesh""]","[""Noida""]",2021-02-01,2022-08-25,19,974,16,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00111_4,Annual Report,Self-reported
PRJ_NGO_00111_5,NGO_00111,Healthcare & Medical Initiative #5 (Noida),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",District Development Fund,"[""Uttar Pradesh""]","[""Noida""]",2020-04-01,2020-12-27,9,1946,11,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00111_5,Annual Report,Self-reported
PRJ_NGO_00112_1,NGO_00112,Nutrition & Food Security Initiative #1 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],CSR India Grant,"[""Odisha""]","[""Cuttack""]",2024-01-01,2024-09-27,9,3007,10,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00112_1,Annual Report,Self-reported
PRJ_NGO_00112_2,NGO_00112,Nutrition & Food Security Initiative #2 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],District Development Fund,"[""Odisha""]","[""Cuttack""]",2023-02-01,2024-10-23,21,806,12,6,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00112_2,Annual Report,Self-reported
PRJ_NGO_00112_3,NGO_00112,Nutrition & Food Security Initiative #3 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],,"[""Odisha""]","[""Cuttack""]",2022-10-01,2023-12-25,15,1838,19,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00112_3,Annual Report,Self-reported
PRJ_NGO_00112_4,NGO_00112,Nutrition & Food Security Initiative #4 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Odisha""]","[""Cuttack""]",2021-10-01,2023-08-22,23,4760,18,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00112_4,Annual Report,Self-reported
PRJ_NGO_00112_5,NGO_00112,Nutrition & Food Security Initiative #5 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Odisha""]","[""Cuttack""]",2021-02-01,2022-05-27,16,3852,8,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00112_5,Annual Report,Self-reported
PRJ_NGO_00112_6,NGO_00112,Nutrition & Food Security Initiative #6 (Cuttack),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Odisha""]","[""Cuttack""]",2021-08-01,2022-12-24,17,1830,10,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00112_6,Annual Report,Self-reported
PRJ_NGO_00113_1,NGO_00113,Women Empowerment Initiative #1 (Thrissur),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],State Grant,"[""Kerala""]","[""Thrissur""]",2024-09-01,2026-01-24,17,2291,18,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00113_1,Annual Report,Self-reported
PRJ_NGO_00113_2,NGO_00113,Women Empowerment Initiative #2 (Thrissur),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],State Grant,"[""Kerala""]","[""Thrissur""]",2023-07-01,2025-01-21,19,1019,13,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00113_2,Annual Report,Self-reported
PRJ_NGO_00113_3,NGO_00113,Women Empowerment Initiative #3 (Thrissur),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,[],District Development Fund,"[""Kerala""]","[""Thrissur""]",2022-07-01,2023-09-24,15,891,14,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00113_3,Annual Report,Self-reported
PRJ_NGO_00114_1,NGO_00114,Water & Sanitation Initiative #1 (Mysuru),Ongoing,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],District Development Fund,"[""Karnataka""]","[""Mysuru""]",2024-03-01,,10,873,5,6,2,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00114_1,Annual Report,Self-reported
PRJ_NGO_00114_2,NGO_00114,Water & Sanitation Initiative #2 (Mysuru),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],District Development Fund,"[""Karnataka""]","[""Mysuru""]",2023-02-01,2024-02-26,13,2253,7,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00114_2,Annual Report,Self-reported
PRJ_NGO_00114_3,NGO_00114,Water & Sanitation Initiative #3 (Mysuru),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,[],,"[""Karnataka""]","[""Mysuru""]",2022-08-01,2024-07-21,24,4434,20,5,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00114_3,Annual Report,Self-reported
PRJ_NGO_00115_1,NGO_00115,Disaster Relief & Rehabilitation Initiative #1 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security"", ""Women Empowerment""]",CSR India Grant,"[""Tamil Nadu""]","[""Salem""]",2024-12-01,2026-02-24,15,813,10,5,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00115_1,Annual Report,Self-reported
PRJ_NGO_00115_2,NGO_00115,Disaster Relief & Rehabilitation Initiative #2 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security"", ""Women Empowerment""]",CSR India Grant,"[""Tamil Nadu""]","[""Salem""]",2023-10-01,2024-05-28,8,3561,6,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00115_2,Annual Report,Self-reported
PRJ_NGO_00115_3,NGO_00115,Disaster Relief & Rehabilitation Initiative #3 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security"", ""Women Empowerment""]",District Development Fund,"[""Tamil Nadu""]","[""Salem""]",2022-04-01,2023-09-23,18,3632,14,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00115_3,Annual Report,Self-reported
PRJ_NGO_00115_4,NGO_00115,Disaster Relief & Rehabilitation Initiative #4 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security"", ""Women Empowerment""]",Public Donations,"[""Tamil Nadu""]","[""Salem""]",2021-02-01,2022-02-26,13,1350,14,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00115_4,Annual Report,Self-reported
PRJ_NGO_00115_5,NGO_00115,Disaster Relief & Rehabilitation Initiative #5 (Salem),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,"[""Nutrition & Food Security"", ""Women Empowerment""]",State Grant,"[""Tamil Nadu""]","[""Salem""]",2020-03-01,2021-02-24,12,1366,10,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00115_5,Annual Report,Self-reported
PRJ_NGO_00116_1,NGO_00116,Healthcare & Medical Initiative #1 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",Public Donations,"[""Maharashtra""]","[""Thane""]",2024-12-01,2025-06-29,7,3806,16,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00116_1,Annual Report,Self-reported
PRJ_NGO_00116_2,NGO_00116,Healthcare & Medical Initiative #2 (Thane),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Rural Development""]",CSR India Grant,"[""Maharashtra""]","[""Thane""]",2023-11-01,2025-05-24,19,1969,20,4,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00116_2,Annual Report,Self-reported
PRJ_NGO_00117_1,NGO_00117,Education Initiative #1 (Thiruvananthapuram),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Rural Development""]",,"[""Kerala""]","[""Thiruvananthapuram""]",2024-04-01,2025-07-25,16,3125,4,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00117_1,Annual Report,Self-reported
PRJ_NGO_00117_2,NGO_00117,Education Initiative #2 (Thiruvananthapuram),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Rural Development""]",,"[""Kerala""]","[""Thiruvananthapuram""]",2023-12-01,2024-12-25,13,4942,6,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00117_2,Annual Report,Self-reported
PRJ_NGO_00117_3,NGO_00117,Education Initiative #3 (Thiruvananthapuram),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Rural Development""]",CSR India Grant,"[""Kerala""]","[""Thiruvananthapuram""]",2022-09-01,2023-12-25,16,2066,13,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00117_3,Annual Report,Self-reported
PRJ_NGO_00117_4,NGO_00117,Education Initiative #4 (Thiruvananthapuram),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Rural Development""]",,"[""Kerala""]","[""Thiruvananthapuram""]",2021-01-01,2022-08-24,20,3787,17,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00117_4,Annual Report,Self-reported
PRJ_NGO_00118_1,NGO_00118,Education Initiative #1 (Jaipur),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Rajasthan""]","[""Jaipur""]",2024-02-01,2025-06-25,17,4447,7,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00118_1,Annual Report,Self-reported
PRJ_NGO_00118_2,NGO_00118,Education Initiative #2 (Jaipur),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",State Grant,"[""Rajasthan""]","[""Jaipur""]",2023-03-01,2024-06-23,16,4689,14,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00118_2,Annual Report,Self-reported
PRJ_NGO_00118_3,NGO_00118,Education Initiative #3 (Jaipur),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Rajasthan""]","[""Jaipur""]",2022-02-01,2023-05-27,16,3195,6,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00118_3,Annual Report,Self-reported
PRJ_NGO_00118_4,NGO_00118,Education Initiative #4 (Jaipur),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",Public Donations,"[""Rajasthan""]","[""Jaipur""]",2021-07-01,2022-01-27,7,680,17,3,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00118_4,Annual Report,Self-reported
PRJ_NGO_00119_1,NGO_00119,Women Empowerment Initiative #1 (Puri),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Water & Sanitation"", ""Skill Development & Livelihood""]",Public Donations,"[""Odisha""]","[""Puri""]",2024-12-01,2026-05-25,18,4593,11,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00119_1,Annual Report,Self-reported
PRJ_NGO_00119_2,NGO_00119,Women Empowerment Initiative #2 (Puri),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Water & Sanitation"", ""Skill Development & Livelihood""]",District Development Fund,"[""Odisha""]","[""Puri""]",2023-02-01,2024-07-25,18,908,19,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00119_2,Annual Report,Self-reported
PRJ_NGO_00119_3,NGO_00119,Women Empowerment Initiative #3 (Puri),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Water & Sanitation"", ""Skill Development & Livelihood""]",State Grant,"[""Odisha""]","[""Puri""]",2022-01-01,2023-09-23,21,1095,5,4,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00119_3,Annual Report,Self-reported
PRJ_NGO_00119_4,NGO_00119,Women Empowerment Initiative #4 (Puri),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Water & Sanitation"", ""Skill Development & Livelihood""]",CSR India Grant,"[""Odisha""]","[""Puri""]",2022-03-01,2022-10-27,8,2180,15,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00119_4,Annual Report,Self-reported
