project_id,submitted_budget,predicted_expected_budget,deviation_pct,B_score,S_score,C_score,I_score,feasibility_score,feasibility_label
PRJ_NGO_00137_2,7956300.00,8758142.00,9.16,100.00,100.00,94.80,100.00,98.96,Very High
PRJ_NGO_00137_1,666300.00,622058.12,7.11,92.52,100.00,82.66,100.00,93.54,Very High
PRJ_NGO_00138_7,12919700.00,13061845.00,1.09,94.35,91.25,100.00,68.00,90.75,Very High
PRJ_NGO_00138_6,1951400.00,2552895.00,23.56,57.88,100.00,100.00,91.00,81.80,High
PRJ_NGO_00138_5,18174000.00,17950392.00,1.25,90.00,95.48,100.00,92.50,93.75,Very High
PRJ_NGO_00138_4,15628200.00,15143227.00,3.20,100.00,100.00,100.00,99.50,99.92,Very High
PRJ_NGO_00138_3,23084000.00,21155758.00,9.11,100.00,100.00,99.44,99.50,99.81,Very High
PRJ_NGO_00138_2,14013300.00,13546091.00,3.45,90.00,100.00,100.00,100.00,96.00,Very High
PRJ_NGO_00138_1,1280800.00,4668544.50,72.57,13.72,100.00,100.00,100.00,65.49,Moderate
PRJ_NGO_00139_5,8072100.00,8202793.00,1.59,100.00,96.50,100.00,68.00,94.33,Very High
PRJ_NGO_00139_4,10178600.00,10351528.00,1.67,100.00,100.00,98.84,93.00,98.72,Very High
PRJ_NGO_00139_3,15035500.00,14956990.00,0.52,100.00,100.00,100.00,93.00,98.95,Very High
PRJ_NGO_00139_2,7861500.00,8621526.00,8.82,100.00,100.00,93.20,100.00,98.64,Very High
PRJ_NGO_00139_1,2625100.00,3631812.25,27.72,74.56,100.00,88.39,100.00,87.50,High
PRJ_NGO_00140_5,15105600.00,15003097.00,0.68,93.78,88.68,100.00,55.00,87.93,High
PRJ_NGO_00140_4,5655300.00,4744292.50,19.20,91.60,100.00,92.21,83.00,92.53,Very High
PRJ_NGO_00140_6,8479200.00,7101723.00,19.40,86.07,100.00,95.10,83.00,90.90,Very High
PRJ_NGO_00140_3,16270100.00,14934751.00,8.94,78.91,100.00,100.00,90.50,90.14,Very High
PRJ_NGO_00140_2,7778000.00,5818704.50,33.67,62.66,100.00,100.00,92.00,83.86,High
PRJ_NGO_00140_1,5155600.00,4287599.50,20.24,89.51,100.00,88.02,99.50,93.33,Very High
PRJ_NGO_00141_4,11500100.00,12205073.00,5.78,100.00,91.25,95.26,68.00,92.06,Very High
PRJ_NGO_00141_3,8706100.00,8921064.00,2.41,100.00,100.00,97.98,93.50,98.62,Very High
PRJ_NGO_00141_2,2202700.00,2195676.00,0.32,90.00,100.00,95.68,93.50,94.16,Very High
PRJ_NGO_00141_1,3431300.00,5411388.00,36.59,46.82,100.00,82.73,99.50,75.20,High
PRJ_NGO_00142_2,3311600.00,4131181.75,19.84,82.79,96.50,100.00,68.00,87.44,High
PRJ_NGO_00142_1,8721400.00,12786259.00,31.79,51.42,100.00,100.00,87.00,78.62,High
PRJ_NGO_00143_2,4669400.00,4362257.00,7.04,100.00,91.25,93.47,68.00,91.71,Very High
PRJ_NGO_00143_1,5317900.00,3673574.25,44.76,38.10,100.00,100.00,89.50,73.66,Moderate
PRJ_NGO_00145_3,6115800.00,7905027.00,22.63,84.73,91.25,87.13,68.00,84.33,High
PRJ_NGO_00145_2,651600.00,935112.88,30.32,69.36,100.00,89.87,93.00,84.67,High
PRJ_NGO_00145_1,5915900.00,8181921.00,27.70,61.60,100.00,86.88,93.00,80.97,High
PRJ_NGO_00146_5,5341700.00,5010025.00,6.62,85.00,96.50,95.33,68.00,87.39,High
PRJ_NGO_00146_4,12374500.00,10685810.00,15.80,98.39,100.00,97.07,92.50,97.65,Very High
PRJ_NGO_00146_3,7252000.00,6757674.50,7.32,90.00,100.00,88.16,96.50,93.11,Very High
PRJ_NGO_00146_2,5808100.00,5348891.50,8.59,100.00,100.00,100.00,100.00,100.00,Very High
PRJ_NGO_00146_1,7637900.00,5951769.00,28.33,58.34,100.00,90.70,100.00,81.48,High
PRJ_NGO_00147_7,18848400.00,19104196.00,1.34,90.00,91.25,100.00,68.00,89.01,High
PRJ_NGO_00147_6,17595800.00,16647664.00,5.70,91.82,100.00,100.00,93.00,95.68,Very High
PRJ_NGO_00147_5,9080700.00,8363257.00,8.58,100.00,100.00,99.76,94.00,99.05,Very High
PRJ_NGO_00147_4,8141400.00,8499269.00,4.21,90.00,100.00,99.82,100.00,95.96,Very High
PRJ_NGO_00147_3,15339900.00,15610070.00,1.73,90.00,100.00,96.78,100.00,95.36,Very High
PRJ_NGO_00147_2,15256500.00,11321364.00,34.76,51.32,100.00,100.00,100.00,80.53,High
PRJ_NGO_00147_1,9874100.00,8739254.00,12.99,85.00,100.00,100.00,100.00,94.00,Very High
PRJ_NGO_00148_4,2643500.00,3180883.75,16.89,96.21,91.25,82.64,68.00,88.03,High
PRJ_NGO_00148_3,1611600.00,2693702.75,40.17,29.10,100.00,81.99,93.00,66.99,Moderate
PRJ_NGO_00148_2,1088400.00,1439111.12,24.37,58.80,100.00,90.53,93.00,80.58,High
PRJ_NGO_00148_1,1353200.00,2290546.25,40.92,37.69,100.00,84.54,99.00,71.84,Moderate
PRJ_NGO_00149_3,17019900.00,17007114.00,0.08,100.00,91.25,100.00,68.00,93.01,Very High
PRJ_NGO_00149_2,5695800.00,4423883.50,28.75,72.50,100.00,90.38,93.50,86.10,High
PRJ_NGO_00149_1,17585600.00,16464574.00,6.81,90.00,100.00,100.00,93.50,95.03,Very High
PRJ_NGO_00150_5,7695200.00,8510436.00,9.58,94.65,91.25,86.27,68.00,88.13,High
PRJ_NGO_00150_4,5663200.00,6082600.50,6.90,100.00,100.00,85.16,93.50,96.06,Very High
PRJ_NGO_00150_3,3150700.00,4201762.00,25.01,79.97,100.00,88.20,93.50,88.65,High
PRJ_NGO_00150_2,5995400.00,6314986.00,5.06,90.00,100.00,85.15,99.50,92.95,Very High
PRJ_NGO_00150_1,4089600.00,5437127.50,24.78,70.43,100.00,83.67,99.50,84.83,High
PRJ_NGO_00151_1,1855800.00,2023084.88,8.27,80.38,96.50,92.27,62.00,84.03,High
PRJ_NGO_00152_6,11123000.00,10330936.00,7.67,100.00,90.84,93.03,68.00,91.52,Very High
PRJ_NGO_00152_5,13982400.00,12092391.00,15.63,98.74,100.00,100.00,93.00,98.45,Very High
PRJ_NGO_00152_4,7574300.00,7921705.00,4.39,100.00,100.00,90.22,94.00,97.14,Very High
PRJ_NGO_00152_3,16200100.00,13802948.00,17.37,80.27,100.00,100.00,100.00,92.11,Very High
PRJ_NGO_00152_2,4230400.00,4287457.00,1.33,75.00,100.00,87.82,100.00,87.56,High
PRJ_NGO_00152_1,5486800.00,5374296.00,2.09,90.00,100.00,91.85,100.00,94.37,Very High
PRJ_NGO_00153_2,22002900.00,21545070.00,2.12,100.00,91.25,100.00,66.00,92.71,Very High
PRJ_NGO_00153_1,6004300.00,3257941.75,84.30,1.52,100.00,100.00,90.00,59.11,Low
PRJ_NGO_00154_6,3229400.00,2941760.25,9.78,85.00,96.50,100.00,60.00,87.12,High
PRJ_NGO_00154_5,2781700.00,2631168.75,5.72,100.00,100.00,98.97,80.00,96.79,Very High
PRJ_NGO_00154_4,2856500.00,2943498.25,2.96,75.43,100.00,100.00,81.50,87.40,High
PRJ_NGO_00154_3,13357400.00,12060932.00,10.75,90.00,93.00,100.00,89.00,92.60,Very High
PRJ_NGO_00154_2,8505900.00,8541192.00,0.41,75.00,100.00,100.00,97.50,89.62,High
PRJ_NGO_00154_1,8707700.00,5435043.00,60.21,11.14,97.90,93.90,100.00,62.71,Moderate
PRJ_NGO_00155_3,11857800.00,9818743.00,20.77,83.25,91.25,99.42,64.00,85.60,High
PRJ_NGO_00155_2,3857100.00,3442995.50,12.03,100.00,100.00,100.00,88.00,98.20,Very High
PRJ_NGO_00155_1,11148600.00,9557270.00,16.65,90.64,100.00,100.00,89.50,94.68,Very High
PRJ_NGO_00156_3,9381800.00,8440025.00,11.16,100.00,91.25,98.72,68.00,92.76,Very High
PRJ_NGO_00156_2,8419200.00,8090445.00,4.06,89.95,100.00,92.84,92.50,93.42,Very High
PRJ_NGO_00156_1,2226600.00,2169356.50,2.64,100.00,100.00,88.48,92.50,96.57,Very High
PRJ_NGO_00157_2,6401000.00,7648633.00,16.31,97.38,96.50,100.00,68.00,93.28,Very High
PRJ_NGO_00157_1,6854900.00,6395695.50,7.18,86.73,100.00,96.58,86.50,91.98,Very High
PRJ_NGO_00158_2,932600.00,1136149.38,17.92,94.17,96.50,93.68,62.00,89.83,High
PRJ_NGO_00158_1,4009700.00,3984409.75,0.63,100.00,93.00,97.49,79.50,94.67,Very High
PRJ_NGO_00159_2,25109800.00,24776326.00,1.35,85.00,91.25,100.00,68.00,87.01,High
PRJ_NGO_00159_1,2650800.00,2391813.25,10.83,100.00,100.00,100.00,94.00,99.10,Very High
PRJ_NGO_00160_1,1220500.00,2460156.75,50.39,18.89,96.50,82.80,62.00,57.54,Low
PRJ_NGO_00161_2,1844200.00,1662801.75,10.91,85.00,96.50,93.50,68.00,87.03,High
PRJ_NGO_00161_1,9955500.00,8440848.00,17.94,81.71,92.30,92.61,87.00,87.33,High
PRJ_NGO_00162_3,3250200.00,2853747.75,13.89,85.34,96.50,100.00,68.00,88.46,High
PRJ_NGO_00162_2,4862900.00,3686099.25,31.93,66.15,93.00,94.95,83.50,81.22,High
PRJ_NGO_00162_1,27780300.00,15968494.00,73.97,13.02,100.00,100.00,86.50,63.18,Moderate
PRJ_NGO_00164_5,3215400.00,3455404.25,6.95,100.00,96.50,83.20,60.00,89.77,High
PRJ_NGO_00164_4,11499900.00,12055126.00,4.61,90.00,88.72,94.07,79.50,88.92,High
PRJ_NGO_00164_3,1907000.00,2383251.25,19.98,79.56,100.00,87.09,88.00,87.44,High
PRJ_NGO_00164_2,13697200.00,13385146.00,2.33,85.47,100.00,100.00,95.50,93.51,Very High
PRJ_NGO_00164_1,4156100.00,4601151.00,9.67,90.00,100.00,89.98,97.00,93.55,Very High
PRJ_NGO_00166_7,10359700.00,11279121.00,8.15,100.00,91.25,100.00,64.00,92.41,Very High
PRJ_NGO_00166_6,11825000.00,11789446.00,0.30,100.00,100.00,97.42,85.50,97.31,Very High
PRJ_NGO_00166_5,21446300.00,20739626.00,3.41,100.00,100.00,89.25,91.00,96.50,Very High
PRJ_NGO_00166_4,22341200.00,22103262.00,1.08,100.00,100.00,95.99,98.50,98.97,Very High
PRJ_NGO_00166_3,6520500.00,7057422.50,7.61,100.00,100.00,100.00,100.00,100.00,Very High
PRJ_NGO_00166_2,1313400.00,1684709.12,22.04,85.92,100.00,99.99,100.00,94.37,Very High
PRJ_NGO_00166_1,19433000.00,16488956.00,17.85,94.29,100.00,100.00,100.00,97.72,Very High
PRJ_NGO_00167_6,5986400.00,6856837.50,12.69,100.00,91.25,91.87,60.00,90.19,Very High
PRJ_NGO_00167_3,2980800.00,3369121.50,11.53,100.00,100.00,84.31,80.00,93.86,Very High
PRJ_NGO_00167_4,2440000.00,2501442.00,2.46,90.00,100.00,86.13,80.00,90.23,Very High
PRJ_NGO_00167_5,11852000.00,12924274.00,8.30,85.53,100.00,93.31,86.00,90.77,Very High
PRJ_NGO_00167_2,10765600.00,12099473.00,11.02,75.00,100.00,98.99,91.50,88.52,High
PRJ_NGO_00167_1,9751200.00,11310297.00,13.78,100.00,100.00,100.00,99.00,99.85,Very High
PRJ_NGO_00168_6,5492800.00,6099804.50,9.95,90.00,96.50,95.96,68.00,89.52,High
PRJ_NGO_00168_5,5475000.00,5637407.00,2.88,93.79,100.00,99.34,90.00,95.88,Very High
PRJ_NGO_00168_4,8791600.00,8193743.50,7.30,100.00,100.00,100.00,90.00,98.50,Very High
PRJ_NGO_00168_3,12607400.00,10602759.00,18.91,84.35,100.00,98.62,96.00,92.86,Very High
PRJ_NGO_00168_2,6091400.00,5661990.50,7.58,82.54,100.00,100.00,100.00,93.01,Very High
PRJ_NGO_00168_1,2768900.00,4176056.50,33.70,52.61,100.00,88.98,100.00,78.84,High
PRJ_NGO_00169_4,15219100.00,14513272.00,4.86,100.00,96.50,98.09,68.00,93.94,Very High
PRJ_NGO_00169_3,18983600.00,18008354.00,5.42,90.00,100.00,100.00,84.00,93.60,Very High
PRJ_NGO_00169_2,2726100.00,2977945.50,8.46,94.75,100.00,100.00,88.50,96.18,Very High
PRJ_NGO_00169_1,9033500.00,7671879.00,17.75,84.50,100.00,100.00,95.50,93.13,Very High
PRJ_NGO_00170_5,4153900.00,4187904.00,0.81,86.58,96.50,97.24,62.00,87.51,High
PRJ_NGO_00170_4,1150700.00,1291820.50,10.92,100.00,100.00,99.00,80.00,96.80,Very High
PRJ_NGO_00170_3,2966700.00,2494626.75,18.92,92.15,100.00,90.73,81.50,92.23,Very High
PRJ_NGO_00170_2,10786800.00,10714525.00,0.67,77.28,100.00,100.00,89.00,89.26,High
PRJ_NGO_00170_1,4567400.00,5673360.50,19.49,91.01,100.00,87.28,93.50,92.89,Very High
PRJ_NGO_00171_4,2407600.00,2818223.50,14.57,85.00,96.50,92.92,68.00,86.91,High
PRJ_NGO_00171_3,2583600.00,3244711.25,20.38,77.61,100.00,87.48,84.50,86.21,High
PRJ_NGO_00171_2,2670300.00,2951325.75,9.52,85.00,100.00,85.56,89.00,89.46,High
PRJ_NGO_00171_1,9531400.00,9079218.00,4.98,91.95,100.00,97.95,96.00,95.77,Very High
PRJ_NGO_00172_2,7029500.00,7142198.50,1.58,100.00,91.25,92.50,68.00,91.51,Very High
PRJ_NGO_00172_1,5645400.00,5664476.00,0.34,90.52,100.00,100.00,92.00,95.01,Very High
PRJ_NGO_00173_3,1939700.00,2383819.75,18.63,82.74,96.50,93.37,60.00,84.89,High
PRJ_NGO_00173_5,3178500.00,3914004.50,18.79,77.42,100.00,97.55,78.50,87.25,High
PRJ_NGO_00173_6,8195900.00,9187821.00,10.80,100.00,100.00,99.11,78.50,96.60,Very High
PRJ_NGO_00173_4,5680800.00,5799528.00,2.05,85.00,100.00,100.00,87.50,92.12,Very High
PRJ_NGO_00173_2,2133400.00,2571287.25,17.03,95.94,100.00,94.96,89.00,95.72,Very High
PRJ_NGO_00173_1,12949800.00,15794362.00,18.01,93.98,100.00,100.00,96.50,97.07,Very High
PRJ_NGO_00174_7,7965600.00,8187750.00,2.71,100.00,91.25,95.34,66.00,91.78,Very High
PRJ_NGO_00174_6,7270800.00,8005129.00,9.17,85.11,100.00,90.65,85.50,90.00,Very High
PRJ_NGO_00174_5,3435300.00,3724935.75,7.78,85.00,100.00,84.77,91.00,89.60,High
PRJ_NGO_00174_4,7825500.00,8371002.00,6.52,100.00,99.83,91.35,98.50,98.00,Very High
PRJ_NGO_00174_3,6788400.00,7189384.00,5.58,83.63,100.00,99.72,99.50,93.32,Very High
PRJ_NGO_00174_2,8186400.00,9146497.00,10.50,100.00,100.00,99.21,100.00,99.84,Very High
PRJ_NGO_00174_1,1556500.00,2228077.50,30.14,59.72,100.00,85.37,100.00,80.96,High
PRJ_NGO_00175_2,2021600.00,3528609.25,42.71,43.23,96.50,81.90,60.00,66.80,Moderate
PRJ_NGO_00175_1,167500.00,205298.77,18.41,93.18,100.00,80.25,79.50,90.25,Very High
PRJ_NGO_00176_5,19542600.00,18196960.00,7.39,85.00,91.25,100.00,60.00,85.81,High
PRJ_NGO_00176_4,30087500.00,29286374.00,2.74,90.00,100.00,100.00,82.00,93.30,Very High
PRJ_NGO_00176_3,5501300.00,5538868.00,0.68,100.00,100.00,100.00,87.50,98.12,Very High
PRJ_NGO_00176_2,12489200.00,8904589.00,40.26,39.36,100.00,100.00,95.00,74.99,Moderate
PRJ_NGO_00176_1,13063200.00,8604735.00,51.81,9.09,100.00,100.00,96.50,63.11,Moderate
PRJ_NGO_00178_2,2869800.00,4017664.25,28.57,47.86,96.50,86.44,68.00,70.76,Moderate
PRJ_NGO_00178_1,1175800.00,2945160.00,60.08,9.96,100.00,96.53,89.50,61.72,Moderate
PRJ_NGO_00179_4,5995800.00,6989400.00,14.22,100.00,96.50,100.00,65.00,93.88,Very High
PRJ_NGO_00179_3,9335600.00,9284568.00,0.55,75.49,100.00,98.01,89.00,88.15,High
PRJ_NGO_00179_2,11045100.00,11564154.00,4.49,85.00,100.00,100.00,89.00,92.35,Very High
PRJ_NGO_00179_1,3606900.00,3354119.25,7.54,94.33,100.00,87.97,95.00,94.58,Very High
PRJ_NGO_00180_1,23012800.00,15909196.00,44.65,25.56,91.25,100.00,60.00,62.04,Moderate
PRJ_NGO_00181_1,6791200.00,6176612.00,9.95,90.00,96.50,100.00,62.00,89.42,High
PRJ_NGO_00182_7,5527400.00,6845413.50,19.25,91.49,91.25,84.51,68.00,86.51,High
PRJ_NGO_00182_6,3133600.00,4284454.00,26.86,76.28,100.00,81.59,91.00,85.48,High
PRJ_NGO_00182_5,2321400.00,3587345.75,35.29,44.42,100.00,79.09,92.50,72.46,Moderate
PRJ_NGO_00182_4,2322200.00,2979691.25,22.07,85.87,100.00,80.40,99.50,90.35,Very High
PRJ_NGO_00182_3,3301200.00,5502923.50,40.01,49.97,100.00,82.75,99.50,76.46,High
PRJ_NGO_00182_2,991300.00,1486192.50,33.30,48.40,100.00,83.11,100.00,75.98,High
PRJ_NGO_00182_1,2594800.00,5102815.00,49.15,27.13,100.00,81.45,100.00,67.14,Moderate
PRJ_NGO_00183_4,585100.00,972281.38,39.82,40.36,96.50,79.34,66.00,66.04,Moderate
PRJ_NGO_00183_3,470300.00,970950.50,51.56,14.22,100.00,87.48,82.50,60.56,Moderate
PRJ_NGO_00183_2,4310300.00,10575849.00,59.24,10.38,93.00,86.43,84.00,57.29,Low
PRJ_NGO_00183_1,1711600.00,3435212.00,50.17,15.14,100.00,82.48,94.50,61.73,Moderate
PRJ_NGO_00184_2,462500.00,548254.56,15.64,98.72,96.50,91.16,68.00,92.04,Very High
PRJ_NGO_00184_1,10730100.00,9840913.00,9.04,82.78,83.45,100.00,87.00,87.02,High
PRJ_NGO_00186_3,4759900.00,4249820.50,12.00,100.00,96.50,100.00,68.00,94.33,Very High
PRJ_NGO_00186_2,6079300.00,5010395.00,21.33,87.33,100.00,88.10,85.50,90.38,Very High
PRJ_NGO_00186_1,10495400.00,7586446.00,38.34,43.31,100.00,100.00,86.50,75.30,High
PRJ_NGO_00188_1,7960400.00,3081733.00,158.31,0.00,91.25,90.35,62.00,50.18,Low
PRJ_NGO_00189_4,5317300.00,9391075.00,43.38,41.55,91.25,84.69,60.00,65.37,Moderate
PRJ_NGO_00189_3,4415400.00,6799862.00,35.07,55.30,100.00,87.43,85.50,77.43,High
PRJ_NGO_00189_2,450500.00,315360.28,42.85,42.87,100.00,83.54,87.00,71.91,Moderate
PRJ_NGO_00189_1,1061200.00,1470923.25,27.85,64.29,100.00,79.93,94.50,80.88,High
PRJ_NGO_00190_4,3201900.00,3289552.00,2.66,100.00,96.50,91.36,60.00,91.40,Very High
PRJ_NGO_00190_3,10091600.00,8999773.00,12.13,100.00,100.00,100.00,76.50,96.47,Very High
PRJ_NGO_00190_2,2415300.00,2460108.50,1.82,90.29,100.00,100.00,81.00,93.27,Very High
PRJ_NGO_00190_1,7204100.00,6891220.00,4.54,91.38,100.00,100.00,88.50,94.83,Very High
PRJ_NGO_00191_4,5918900.00,7235683.00,18.20,78.60,96.50,100.00,64.00,85.17,High
PRJ_NGO_00191_3,6302000.00,7261314.00,13.21,85.00,100.00,88.41,87.00,89.73,High
PRJ_NGO_00191_2,6793400.00,6393165.00,6.26,90.00,100.00,95.94,92.50,94.06,Very High
PRJ_NGO_00191_1,3601300.00,3565001.00,1.02,92.65,100.00,100.00,100.00,97.06,Very High
PRJ_NGO_00193_6,9065200.00,8962878.00,1.14,80.93,91.25,92.91,66.00,83.67,High
PRJ_NGO_00193_5,3166900.00,3012991.50,5.11,90.00,100.00,95.50,90.00,93.60,Very High
PRJ_NGO_00193_4,768700.00,1141941.00,32.68,64.63,100.00,89.79,91.50,82.54,High
PRJ_NGO_00193_3,14111500.00,14771565.00,4.47,80.49,100.00,100.00,99.00,92.05,Very High
PRJ_NGO_00193_2,7166200.00,7366302.50,2.72,90.00,100.00,96.17,100.00,95.23,Very High
PRJ_NGO_00193_1,9574900.00,8465227.00,13.11,100.00,100.00,96.65,100.00,99.33,Very High
PRJ_NGO_00195_5,1998300.00,2124102.25,5.92,90.00,96.50,83.89,68.00,87.10,High
PRJ_NGO_00195_4,4630200.00,5101730.00,9.24,90.00,100.00,100.00,89.50,94.42,Very High
PRJ_NGO_00195_3,936500.00,960038.06,2.45,100.00,100.00,94.70,89.50,97.36,Very High
PRJ_NGO_00195_2,2080200.00,2332413.75,10.81,100.00,100.00,87.69,95.50,96.86,Very High
PRJ_NGO_00195_1,6230800.00,9396049.00,33.69,37.63,100.00,94.23,95.50,73.22,Moderate
PRJ_NGO_00196_4,7388600.00,6599383.00,11.96,100.00,96.50,100.00,60.00,93.12,Very High
PRJ_NGO_00196_5,3583300.00,3998072.75,10.37,100.00,100.00,100.00,77.50,96.62,Very High
PRJ_NGO_00196_3,7511000.00,6313088.00,18.98,88.05,100.00,98.37,79.00,91.74,Very High
PRJ_NGO_00196_2,11330200.00,9923350.00,14.18,93.33,100.00,100.00,89.50,95.76,Very High
PRJ_NGO_00196_1,5380800.00,4148084.50,29.72,63.49,100.00,100.00,91.00,84.05,High
PRJ_NGO_00197_7,1414600.00,1381920.62,2.36,100.00,96.50,90.79,62.00,91.58,Very High
PRJ_NGO_00197_6,15574100.00,14584578.00,6.78,89.44,91.81,100.00,79.50,90.65,Very High
PRJ_NGO_00197_5,4653200.00,3687305.75,26.20,52.61,100.00,91.69,84.00,76.98,High
PRJ_NGO_00197_4,4082100.00,3726735.25,9.54,80.28,100.00,92.87,91.50,89.41,High
PRJ_NGO_00197_3,2092800.00,2047939.50,2.19,92.12,100.00,93.65,93.00,94.53,Very High
PRJ_NGO_00197_2,6410900.00,5444593.50,17.75,88.01,100.00,100.00,100.00,95.20,Very High
PRJ_NGO_00197_1,710400.00,1588055.88,55.27,0.00,100.00,100.00,100.00,60.00,Moderate
PRJ_NGO_00198_1,12258400.00,12660310.00,3.17,90.00,91.25,98.96,62.00,87.90,High
PRJ_NGO_00199_6,10012800.00,9767461.00,2.51,90.00,91.25,99.66,60.00,87.74,High
PRJ_NGO_00199_4,10904300.00,10750297.00,1.43,100.00,100.00,100.00,80.50,97.08,Very High
PRJ_NGO_00199_5,9121900.00,9231226.00,1.18,83.13,100.00,97.77,80.50,89.88,High
PRJ_NGO_00199_7,17361400.00,16468381.00,5.42,90.00,100.00,100.00,86.50,93.97,Very High
PRJ_NGO_00199_3,938900.00,991078.94,5.26,91.99,100.00,91.50,92.00,93.89,Very High
PRJ_NGO_00199_2,9279800.00,9182096.00,1.06,88.11,100.00,100.00,99.50,95.17,Very High
PRJ_NGO_00199_1,4970800.00,5112559.00,2.77,100.00,100.00,91.01,100.00,98.20,Very High
PRJ_NGO_00200_6,10258200.00,9709216.00,5.65,85.00,96.50,100.00,60.00,87.12,High
PRJ_NGO_00200_4,14822400.00,13700774.00,8.19,90.00,100.00,99.42,83.00,93.33,Very High
PRJ_NGO_00200_7,5907900.00,5155875.00,14.59,90.00,100.00,100.00,87.00,94.05,Very High
PRJ_NGO_00200_5,10925600.00,10649530.00,2.59,94.30,100.00,92.16,93.00,95.10,Very High
PRJ_NGO_00200_3,928800.00,1886852.12,50.78,13.87,100.00,100.00,94.50,64.72,Moderate
PRJ_NGO_00200_2,1796700.00,1986542.38,9.56,92.21,100.00,100.00,100.00,96.88,Very High
PRJ_NGO_00200_1,1590000.00,1662823.00,4.38,90.67,100.00,100.00,100.00,96.27,Very High
